"Dist Code","Year","State Code","State Name","Dist Name","CANALS AREA (1000 ha)","TANKS AREA (1000 ha)","TUBE WELLS AREA (1000 ha)","OTHER WELLS AREA (1000 ha)","TOTAL WELLS AREA (1000 ha)","OTHER SOURCES AREA (1000 ha)","NET AREA (1000 ha)","GROSS AREA (1000 ha)"
"1","1966","14","Chhattisgarh","Durg","52.6","12.4","0.0","2.63","2.63","9.3","77.0","77.0"
"1","1967","14","Chhattisgarh","Durg","90.2","5.7","0.0","3.07","3.07","5.8","104.8","104.8"
"1","1968","14","Chhattisgarh","Durg","106.2","9.7","0.0","2.16","2.16","9.4","127.5","129.1"
"1","1969","14","Chhattisgarh","Durg","111.0","10.1","0.0","2.79","2.79","11.8","135.2","135.2"
"1","1970","14","Chhattisgarh","Durg","113.1","9.3","0.0","3.03","3.03","10.3","134.2","135.8"
"1","1971","14","Chhattisgarh","Durg","119.3","9.3","0.0","3.51","3.51","14.3","141.4","146.5"
"1","1972","14","Chhattisgarh","Durg","107.9","9.8","0.0","3.96","3.96","17.0","138.2","138.9"
"1","1973","14","Chhattisgarh","Durg","103.7","9.5","0.0","3.95","3.95","20.7","138.8","153.2"
"1","1974","14","Chhattisgarh","Durg","66.0","9.5","0.14","6.11","6.25","14.5","96.5","96.5"
"1","1975","14","Chhattisgarh","Durg","97.0","7.9","0.1","5.55","5.65","12.9","122.8","134.7"
"1","1976","14","Chhattisgarh","Durg","113.3","15.8","0.69","7.32","8.01","10.7","147.0","152.3"
"1","1977","14","Chhattisgarh","Durg","117.2","10.9","0.42","7.97","8.39","32.4","168.2","174.8"
"1","1978","14","Chhattisgarh","Durg","153.2","13.2","0.55","5.8","6.35","12.6","185.3","190.3"
"1","1979","14","Chhattisgarh","Durg","155.2","18.5","1.88","8.73","10.61","13.4","196.9","204.9"
"1","1980","14","Chhattisgarh","Durg","140.5","13.7","0.55","7.4","7.95","13.9","176.0","196.5"
"1","1981","14","Chhattisgarh","Durg","150.8","12.8","0.71","7.44","8.15","17.4","188.4","199.8"
"1","1982","14","Chhattisgarh","Durg","156.0","17.2","2.15","9.85","12.0","12.6","197.8","204.3"
"1","1983","14","Chhattisgarh","Durg","164.2","13.5","1.58","9.56","11.14","15.9","204.8","213.7"
"1","1984","14","Chhattisgarh","Durg","161.0","21.4","1.62","9.83","11.45","25.8","219.7","227.2"
"1","1985","14","Chhattisgarh","Durg","125.8","15.2","2.1","6.8","8.9","16.5","167.2","173.0"
"1","1986","14","Chhattisgarh","Durg","134.0","18.5","3.07","8.23","11.3","23.6","187.0","192.3"
"1","1987","14","Chhattisgarh","Durg","163.3","11.6","3.58","9.78","13.36","22.8","211.0","221.0"
"1","1988","14","Chhattisgarh","Durg","147.4","12.1","7.6","9.9","17.5","27.3","204.3","216.5"
"1","1989","14","Chhattisgarh","Durg","149.5","11.1","11.2","13.9","25.1","33.1","218.8","229.7"
"1","1990","14","Chhattisgarh","Durg","156.79","3.69","7.49","6.59","16.79","24.49","209.89","230.49"
"1","1991","14","Chhattisgarh","Durg","190.35","12.92","10.64","9.78","23.13","26.35","260.89","276.16"
"1","1992","14","Chhattisgarh","Durg","179.91","10.51","15.08","10.2","27.99","43.21","269.73","288.32"
"1","1993","14","Chhattisgarh","Durg","192.53","10.48","15.95","9.27","27.93","35.75","274.83","300.18"
"1","1994","14","Chhattisgarh","Durg","193.7","11.43","20.48","8.38","31.57","20.0","264.83","305.07"
"1","1995","14","Chhattisgarh","Durg","202.48","18.73","21.1","8.57","32.38","16.31","278.03","312.44"
"1","1996","14","Chhattisgarh","Durg","194.32","11.83","22.23","8.26","33.2","34.36","281.84","307.06"
"1","1997","14","Chhattisgarh","Durg","203.84","10.39","23.76","7.17","33.64","23.51","279.5","311.76"
"1","1998","14","Chhattisgarh","Durg","149.86","10.27","32.37","9.85","44.21","35.33","245.68","275.68"
"1","1999","14","Chhattisgarh","Durg","188.55","11.19","36.68","7.19","45.88","19.85","271.46","325.79"
"1","2000","14","Chhattisgarh","Durg","138.29","10.24","47.62","7.3","56.91","21.59","233.03","264.78"
"1","2001","14","Chhattisgarh","Durg","202.12","10.03","52.73","5.41","60.12","23.72","302.02","339.55"
"1","2002","14","Chhattisgarh","Durg","162.84","6.61","58.08","6.11","66.19","23.36","264.99","300.77"
"1","2003","14","Chhattisgarh","Durg","173.33","5.95","54.24","5.36","61.6","21.08","267.95","311.63"
"1","2004","14","Chhattisgarh","Durg","187.88","13.71","74.83","4.55","81.37","18.97","307.95","366.27"
"1","2005","14","Chhattisgarh","Durg","193.78","9.05","82.2","3.92","88.11","19.18","316.12","382.85"
"1","2006","14","Chhattisgarh","Durg","192.2","8.05","96.69","3.71","102.39","18.89","327.54","408.76"
"1","2007","14","Chhattisgarh","Durg","202.76","9.61","99.57","2.92","104.48","20.16","343.0","437.49"
"1","2008","14","Chhattisgarh","Durg","179.87","6.71","116.15","2.53","120.68","19.35","332.59","435.93"
"1","2009","14","Chhattisgarh","Durg","158.96","5.65","129.02","2.01","133.04","13.11","316.75","410.81"
"1","2010","14","Chhattisgarh","Durg","185.09","5.31","129.68","2.25","133.93","12.32","342.65","460.9"
"1","2011","14","Chhattisgarh","Durg","192.08","0.0","143.04","3.58","146.62","7.38","346.08","481.57"
"1","2012","14","Chhattisgarh","Durg","195.14","9.86","153.83","3.3","157.15","10.46","372.6","506.04"
"1","2013","14","Chhattisgarh","Durg","197.4","10.73","161.84","3.32","165.15","8.12","381.39","535.27"
"1","2014","14","Chhattisgarh","Durg","186.58","8.98","196.67","2.54","199.21","7.03","401.8","548.91"
"1","2015","14","Chhattisgarh","Durg","112.18","3.56","103.18","3.7","107.9","10.97","237.61","320.33"
"1","2016","14","Chhattisgarh","Durg","186.46","9.62","204.22","3.46","207.69","10.71","415.18","600.62"
"1","2017","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","2018","14","Chhattisgarh","Durg","179.57","6.91","264.65","1.64","266.29","12.57","465.34","700.66"
"1","2019","14","Chhattisgarh","Durg","184.12","7.24","258.01","1.88","259.89","7.73","458.97","701.98"
"1","2020","14","Chhattisgarh","Durg","203.84","5.98","271.5","1.51","273.01","8.6","491.43","789.21"
"2","1966","14","Chhattisgarh","Bastar","0.0","7.9","0.0","0.86","0.86","3.6","12.4","12.4"
"2","1967","14","Chhattisgarh","Bastar","0.0","7.7","0.0","1.0","1.0","4.4","13.1","13.1"
"2","1968","14","Chhattisgarh","Bastar","0.0","5.6","0.0","1.12","1.12","5.4","12.1","12.1"
"2","1969","14","Chhattisgarh","Bastar","0.0","7.5","0.0","1.07","1.07","4.7","13.3","13.3"
"2","1970","14","Chhattisgarh","Bastar","0.0","7.2","0.0","1.15","1.15","5.0","13.3","13.3"
"2","1971","14","Chhattisgarh","Bastar","0.0","7.2","0.0","0.82","0.82","5.0","13.2","13.2"
"2","1972","14","Chhattisgarh","Bastar","0.0","6.2","0.0","1.26","1.26","5.7","13.1","13.1"
"2","1973","14","Chhattisgarh","Bastar","0.0","6.0","0.0","1.31","1.31","5.9","13.2","13.2"
"2","1974","14","Chhattisgarh","Bastar","0.1","3.6","0.0","1.38","1.38","3.3","8.4","8.4"
"2","1975","14","Chhattisgarh","Bastar","0.5","3.5","0.0","1.14","1.14","3.4","8.6","8.6"
"2","1976","14","Chhattisgarh","Bastar","0.4","4.4","0.0","1.08","1.08","3.2","9.1","9.1"
"2","1977","14","Chhattisgarh","Bastar","0.6","4.5","0.01","1.14","1.15","2.7","9.0","9.0"
"2","1978","14","Chhattisgarh","Bastar","0.2","4.8","0.0","1.02","1.02","2.7","8.7","8.7"
"2","1979","14","Chhattisgarh","Bastar","1.9","5.5","0.0","1.17","1.17","1.9","10.4","10.5"
"2","1980","14","Chhattisgarh","Bastar","1.0","6.1","0.03","0.91","0.94","2.5","10.5","10.5"
"2","1981","14","Chhattisgarh","Bastar","1.6","6.5","0.03","1.02","1.05","2.9","12.0","12.0"
"2","1982","14","Chhattisgarh","Bastar","1.3","7.8","0.18","1.16","1.34","2.6","13.0","13.0"
"2","1983","14","Chhattisgarh","Bastar","3.3","6.2","0.14","1.58","1.72","2.1","13.3","13.3"
"2","1984","14","Chhattisgarh","Bastar","3.8","8.5","0.11","1.17","1.28","2.1","15.7","16.1"
"2","1985","14","Chhattisgarh","Bastar","4.4","7.5","0.07","1.26","1.33","2.4","15.6","15.6"
"2","1986","14","Chhattisgarh","Bastar","4.8","8.2","0.0","1.32","1.32","3.8","18.1","18.1"
"2","1987","14","Chhattisgarh","Bastar","6.4","9.4","0.0","1.31","1.31","2.4","19.0","19.0"
"2","1988","14","Chhattisgarh","Bastar","4.6","9.8","0.0","1.3","1.3","2.8","18.5","18.6"
"2","1989","14","Chhattisgarh","Bastar","4.0","9.4","0.0","1.5","1.5","5.1","20.0","20.0"
"2","1990","14","Chhattisgarh","Bastar","-1.0","4.5","-1.0","-1.0","-1.0","-1.0","15.5","15.5"
"2","1991","14","Chhattisgarh","Bastar","0.89","5.59","-1.0","-1.0","-1.0","-1.0","18.67","18.67"
"2","1992","14","Chhattisgarh","Bastar","2.98","4.29","-1.0","-1.0","-1.0","-1.0","19.37","19.37"
"2","1993","14","Chhattisgarh","Bastar","4.26","3.66","-1.0","-1.0","-1.0","-1.0","19.61","19.61"
"2","1994","14","Chhattisgarh","Bastar","1.58","4.86","-1.0","-1.0","-1.0","-1.0","19.42","19.42"
"2","1995","14","Chhattisgarh","Bastar","0.48","4.77","-1.0","-1.0","-1.0","-1.0","18.73","18.73"
"2","1996","14","Chhattisgarh","Bastar","1.48","2.97","-1.0","-1.0","-1.0","-1.0","19.12","19.12"
"2","1997","14","Chhattisgarh","Bastar","1.21","2.94","-1.0","-1.0","-1.0","-1.0","18.78","18.78"
"2","1998","14","Chhattisgarh","Bastar","2.49","7.1","-1.0","-1.0","1.61","0.34","23.54","23.54"
"2","1999","14","Chhattisgarh","Bastar","4.18","4.53","-1.0","-1.0","1.55","1.6","23.85","23.85"
"2","2000","14","Chhattisgarh","Bastar","2.36","4.94","-1.0","-1.0","-1.0","3.04","22.02","22.02"
"2","2001","14","Chhattisgarh","Bastar","3.08","5.08","-1.0","-1.0","-1.0","5.72","25.12","26.17"
"2","2002","14","Chhattisgarh","Bastar","2.83","4.37","2.16","-1.0","4.42","1.59","25.2","25.2"
"2","2003","14","Chhattisgarh","Bastar","6.36","0.81","2.04","-1.0","4.05","2.62","25.82","25.82"
"2","2004","14","Chhattisgarh","Bastar","6.5","1.28","3.06","-1.0","4.99","2.8","27.58","27.58"
"2","2005","14","Chhattisgarh","Bastar","8.01","1.3","2.81","-1.0","4.72","3.69","29.71","29.71"
"2","2006","14","Chhattisgarh","Bastar","9.58","3.09","5.12","-1.0","7.0","7.78","33.43","33.43"
"2","2007","14","Chhattisgarh","Bastar","7.13","6.31","5.79","-1.0","7.4","7.77","34.61","34.67"
"2","2008","14","Chhattisgarh","Bastar","7.69","6.18","5.49","-1.0","7.15","8.13","35.16","35.16"
"2","2009","14","Chhattisgarh","Bastar","7.28","6.05","5.94","-1.0","7.68","8.7","35.69","35.69"
"2","2010","14","Chhattisgarh","Bastar","6.25","6.33","7.4","-1.0","9.02","11.54","39.13","39.13"
"2","2011","14","Chhattisgarh","Bastar","8.88","1.85","8.43","1.41","9.84","17.32","37.88","42.72"
"2","2012","14","Chhattisgarh","Bastar","9.74","6.99","15.29","1.4","16.68","10.75","44.16","44.16"
"2","2013","14","Chhattisgarh","Bastar","8.75","7.19","24.22","1.23","25.42","5.79","47.16","47.16"
"2","2014","14","Chhattisgarh","Bastar","8.5","7.25","24.8","1.78","26.57","6.03","48.34","48.77"
"2","2015","14","Chhattisgarh","Bastar","86.53","5.13","51.19","0.42","52.61","4.17","151.42","171.47"
"2","2016","14","Chhattisgarh","Bastar","4.28","6.85","19.03","0.88","19.9","4.27","38.3","50.45"
"2","2017","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","2018","14","Chhattisgarh","Bastar","9.24","5.84","40.7","0.59","41.29","6.1","62.46","62.6"
"2","2019","14","Chhattisgarh","Bastar","5.0","4.76","29.79","0.47","30.26","6.8","46.81","61.39"
"2","2020","14","Chhattisgarh","Bastar","5.06","3.94","35.9","0.46","36.36","4.81","50.17","64.81"
"3","1966","14","Chhattisgarh","Raipur","132.2","39.7","0.0","3.8","3.8","11.2","186.9","186.9"
"3","1967","14","Chhattisgarh","Raipur","156.2","18.0","0.0","3.83","3.83","6.8","184.8","186.4"
"3","1968","14","Chhattisgarh","Raipur","162.1","30.1","0.0","4.33","4.33","11.0","207.5","208.9"
"3","1969","14","Chhattisgarh","Raipur","168.8","27.4","0.0","4.61","4.61","13.1","214.0","214.0"
"3","1970","14","Chhattisgarh","Raipur","172.6","19.8","0.0","4.82","4.82","9.2","205.2","206.5"
"3","1971","14","Chhattisgarh","Raipur","176.9","26.9","0.0","5.45","5.45","10.2","218.6","219.4"
"3","1972","14","Chhattisgarh","Raipur","179.0","24.2","0.0","6.36","6.36","11.7","220.4","221.3"
"3","1973","14","Chhattisgarh","Raipur","145.1","25.9","0.0","6.32","6.32","11.4","188.9","205.1"
"3","1974","14","Chhattisgarh","Raipur","125.5","29.0","0.0","8.32","8.32","13.4","176.7","176.7"
"3","1975","14","Chhattisgarh","Raipur","161.0","15.9","0.0","9.32","9.32","13.5","199.1","204.0"
"3","1976","14","Chhattisgarh","Raipur","177.2","32.7","4.27","4.42","8.69","17.2","235.0","237.8"
"3","1977","14","Chhattisgarh","Raipur","220.0","19.6","0.76","7.99","8.75","11.1","258.8","262.1"
"3","1978","14","Chhattisgarh","Raipur","240.5","20.5","0.55","7.68","8.23","12.1","280.6","284.2"
"3","1979","14","Chhattisgarh","Raipur","231.0","34.8","1.09","7.48","8.57","13.0","287.1","290.6"
"3","1980","14","Chhattisgarh","Raipur","224.3","24.2","1.31","7.19","8.5","13.5","270.7","288.9"
"3","1981","14","Chhattisgarh","Raipur","251.4","24.4","1.24","8.77","10.01","11.7","296.9","300.3"
"3","1982","14","Chhattisgarh","Raipur","268.2","38.6","1.28","9.84","11.12","12.6","330.5","333.0"
"3","1983","14","Chhattisgarh","Raipur","273.4","24.3","1.58","9.62","11.2","11.7","320.6","322.7"
"3","1984","14","Chhattisgarh","Raipur","286.1","35.5","1.22","10.49","11.71","11.0","344.3","345.7"
"3","1985","14","Chhattisgarh","Raipur","283.7","19.5","1.85","10.09","11.94","9.5","324.5","327.0"
"3","1986","14","Chhattisgarh","Raipur","310.4","40.6","1.69","11.33","13.02","13.2","377.2","378.7"
"3","1987","14","Chhattisgarh","Raipur","315.1","34.6","2.07","13.35","15.42","13.7","379.0","380.0"
"3","1988","14","Chhattisgarh","Raipur","294.6","21.7","2.8","12.9","15.7","15.0","347.1","348.6"
"3","1989","14","Chhattisgarh","Raipur","315.1","25.0","5.5","13.4","18.9","16.2","375.2","377.6"
"3","1990","14","Chhattisgarh","Raipur","324.8","20.5","2.8","11.7","18.5","3.5","379.3","382.3"
"3","1991","14","Chhattisgarh","Raipur","329.95","24.68","4.67","13.0","21.67","13.38","401.69","403.71"
"3","1992","14","Chhattisgarh","Raipur","339.02","32.37","6.39","13.21","23.6","13.42","420.4","421.93"
"3","1993","14","Chhattisgarh","Raipur","353.76","26.25","8.87","14.11","26.98","12.82","431.81","435.92"
"3","1994","14","Chhattisgarh","Raipur","349.26","21.99","10.66","12.63","27.29","10.44","420.99","440.69"
"3","1995","14","Chhattisgarh","Raipur","359.11","24.34","12.07","13.08","29.16","10.16","434.76","457.34"
"3","1996","14","Chhattisgarh","Raipur","341.26","18.77","18.99","14.23","37.22","11.86","421.11","424.69"
"3","1997","14","Chhattisgarh","Raipur","352.59","21.52","19.16","13.79","36.96","11.2","434.27","455.03"
"3","1998","14","Chhattisgarh","Raipur","331.92","21.66","28.97","23.12","54.09","14.31","427.96","438.06"
"3","1999","14","Chhattisgarh","Raipur","332.16","23.26","36.08","24.96","63.04","13.87","437.86","492.47"
"3","2000","14","Chhattisgarh","Raipur","278.6","16.36","39.0","10.66","51.64","15.61","368.23","374.65"
"3","2001","14","Chhattisgarh","Raipur","350.85","18.96","42.52","9.07","53.6","14.34","443.74","452.06"
"3","2002","14","Chhattisgarh","Raipur","302.07","19.53","44.78","7.81","54.59","18.32","400.49","410.79"
"3","2003","14","Chhattisgarh","Raipur","314.87","17.8","46.69","6.83","55.52","11.38","405.57","423.78"
"3","2004","14","Chhattisgarh","Raipur","338.48","17.85","61.36","6.79","70.15","14.51","446.98","463.48"
"3","2005","14","Chhattisgarh","Raipur","350.25","17.43","62.74","4.9","69.64","14.58","457.89","485.36"
"3","2006","14","Chhattisgarh","Raipur","357.09","18.14","61.14","5.15","68.3","15.28","464.79","522.84"
"3","2007","14","Chhattisgarh","Raipur","371.13","17.42","69.49","3.72","75.21","13.2","482.95","545.66"
"3","2008","14","Chhattisgarh","Raipur","363.64","17.5","88.05","3.18","93.23","13.0","493.37","514.63"
"3","2009","14","Chhattisgarh","Raipur","359.06","16.89","83.98","2.9","88.86","11.46","482.27","514.98"
"3","2010","14","Chhattisgarh","Raipur","353.22","14.14","84.02","2.66","88.68","14.58","476.61","563.86"
"3","2011","14","Chhattisgarh","Raipur","365.02","0.0","101.76","3.77","105.54","15.72","486.26","547.77"
"3","2012","14","Chhattisgarh","Raipur","366.81","14.03","119.38","3.63","123.0","16.0","519.84","596.26"
"3","2013","14","Chhattisgarh","Raipur","366.82","13.84","116.51","3.71","120.21","14.82","515.67","604.58"
"3","2014","14","Chhattisgarh","Raipur","360.18","13.44","116.39","3.43","119.82","14.24","507.67","617.93"
"3","2015","14","Chhattisgarh","Raipur","304.48","18.31","188.97","2.18","191.16","10.6","524.53","641.09"
"3","2016","14","Chhattisgarh","Raipur","356.81","12.56","135.64","3.27","138.9","15.65","523.91","617.08"
"3","2017","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","2018","14","Chhattisgarh","Raipur","340.91","8.29","136.24","2.71","138.94","9.89","498.03","624.38"
"3","2019","14","Chhattisgarh","Raipur","324.32","7.31","135.53","2.43","137.96","8.18","477.76","633.58"
"3","2020","14","Chhattisgarh","Raipur","325.47","6.39","144.18","2.45","146.63","9.8","488.29","644.15"
"4","1966","14","Chhattisgarh","Bilaspur","85.1","60.0","0.0","2.68","2.68","0.6","148.4","149.5"
"4","1967","14","Chhattisgarh","Bilaspur","81.5","19.9","0.0","1.52","1.52","2.6","105.5","106.0"
"4","1968","14","Chhattisgarh","Bilaspur","85.1","48.8","0.0","2.43","2.43","3.7","140.0","140.6"
"4","1969","14","Chhattisgarh","Bilaspur","85.5","40.3","0.0","2.78","2.78","4.6","133.2","133.2"
"4","1970","14","Chhattisgarh","Bilaspur","87.8","10.1","0.0","2.82","2.82","2.2","102.5","102.9"
"4","1971","14","Chhattisgarh","Bilaspur","92.1","16.7","0.0","2.95","2.95","2.4","113.7","117.4"
"4","1972","14","Chhattisgarh","Bilaspur","96.2","18.3","0.0","3.82","3.82","3.0","121.2","125.3"
"4","1973","14","Chhattisgarh","Bilaspur","87.8","10.7","0.0","3.71","3.71","3.0","104.6","111.6"
"4","1974","14","Chhattisgarh","Bilaspur","89.1","30.5","0.0","4.51","4.51","5.7","130.2","136.7"
"4","1975","14","Chhattisgarh","Bilaspur","102.7","9.6","0.0","3.03","3.03","2.2","117.0","138.7"
"4","1976","14","Chhattisgarh","Bilaspur","119.9","35.4","0.0","4.41","4.41","4.5","164.1","170.5"
"4","1977","14","Chhattisgarh","Bilaspur","134.7","19.1","0.0","4.81","4.81","2.8","161.0","167.6"
"4","1978","14","Chhattisgarh","Bilaspur","132.3","18.0","0.0","5.19","5.19","4.2","158.8","164.2"
"4","1979","14","Chhattisgarh","Bilaspur","101.0","11.2","0.06","4.33","4.39","5.1","121.3","124.1"
"4","1980","14","Chhattisgarh","Bilaspur","125.7","11.0","0.07","6.08","6.15","3.7","147.4","155.4"
"4","1981","14","Chhattisgarh","Bilaspur","132.9","8.7","0.1","4.45","4.55","3.4","149.4","155.4"
"4","1982","14","Chhattisgarh","Bilaspur","118.2","27.0","1.13","6.23","7.36","4.3","156.9","160.8"
"4","1983","14","Chhattisgarh","Bilaspur","131.3","10.2","0.76","2.78","3.54","2.1","147.1","156.1"
"4","1984","14","Chhattisgarh","Bilaspur","137.6","34.9","0.34","6.77","7.11","4.9","184.4","189.1"
"4","1985","14","Chhattisgarh","Bilaspur","140.6","10.9","0.0","5.48","5.48","3.7","160.6","166.6"
"4","1986","14","Chhattisgarh","Bilaspur","160.0","29.7","0.57","8.22","8.79","4.6","203.1","208.3"
"4","1987","14","Chhattisgarh","Bilaspur","182.5","13.8","0.0","8.69","8.69","5.6","211.0","219.0"
"4","1988","14","Chhattisgarh","Bilaspur","192.8","9.7","0.5","9.7","10.2","8.1","220.8","226.3"
"4","1989","14","Chhattisgarh","Bilaspur","195.6","7.9","1.2","7.9","9.1","6.9","219.5","226.1"
"4","1990","14","Chhattisgarh","Bilaspur","199.41","2.11","-1.0","3.11","5.31","2.11","218.81","227.91"
"4","1991","14","Chhattisgarh","Bilaspur","208.76","16.68","3.94","5.63","12.86","1.47","249.64","259.31"
"4","1992","14","Chhattisgarh","Bilaspur","211.91","17.4","6.47","6.09","15.85","3.16","258.18","269.58"
"4","1993","14","Chhattisgarh","Bilaspur","208.86","3.12","4.32","8.1","15.71","2.49","240.04","252.19"
"4","1994","14","Chhattisgarh","Bilaspur","213.71","5.06","6.07","6.33","15.69","3.23","247.56","276.83"
"4","1995","14","Chhattisgarh","Bilaspur","211.91","17.4","6.47","6.09","15.85","3.16","258.18","269.58"
"4","1996","14","Chhattisgarh","Bilaspur","216.8","11.11","15.47","7.78","26.54","1.26","265.58","308.18"
"4","1997","14","Chhattisgarh","Bilaspur","218.41","8.42","13.56","6.73","23.58","2.56","262.85","280.92"
"4","1998","14","Chhattisgarh","Bilaspur","209.39","9.45","15.97","18.72","35.68","8.3","265.16","310.62"
"4","1999","14","Chhattisgarh","Bilaspur","214.94","6.97","14.48","17.05","32.54","3.84","261.09","327.28"
"4","2000","14","Chhattisgarh","Bilaspur","216.62","8.66","25.53","4.84","31.37","6.17","265.81","279.31"
"4","2001","14","Chhattisgarh","Bilaspur","235.06","8.21","21.2","7.86","30.07","7.12","283.45","302.4"
"4","2002","14","Chhattisgarh","Bilaspur","223.61","8.64","26.94","8.11","36.04","6.64","277.92","297.57"
"4","2003","14","Chhattisgarh","Bilaspur","226.62","8.11","25.16","6.61","32.77","5.29","275.81","297.19"
"4","2004","14","Chhattisgarh","Bilaspur","253.25","8.43","23.86","10.31","35.18","11.28","311.14","332.17"
"4","2005","14","Chhattisgarh","Bilaspur","277.87","8.14","22.97","8.48","32.44","4.63","326.1","350.48"
"4","2006","14","Chhattisgarh","Bilaspur","280.87","8.12","27.59","8.82","37.4","5.42","334.82","391.33"
"4","2007","14","Chhattisgarh","Bilaspur","289.54","8.56","37.38","6.35","44.72","4.89","350.7","376.08"
"4","2008","14","Chhattisgarh","Bilaspur","295.61","6.97","36.92","6.27","44.19","4.93","354.73","421.49"
"4","2009","14","Chhattisgarh","Bilaspur","304.21","7.78","37.06","5.14","43.19","5.32","363.51","393.51"
"4","2010","14","Chhattisgarh","Bilaspur","312.2","5.88","38.36","5.42","44.78","4.9","370.75","406.43"
"4","2011","14","Chhattisgarh","Bilaspur","271.07","0.0","96.24","2.98","99.22","5.86","376.16","441.64"
"4","2012","14","Chhattisgarh","Bilaspur","271.03","12.08","96.86","2.48","99.34","5.82","388.28","443.01"
"4","2013","14","Chhattisgarh","Bilaspur","268.69","11.52","101.89","2.16","104.04","4.44","388.69","422.6"
"4","2014","14","Chhattisgarh","Bilaspur","311.21","6.01","54.5","3.74","58.23","3.99","379.44","426.83"
"4","2015","14","Chhattisgarh","Bilaspur","262.26","6.53","45.41","3.84","49.23","6.64","324.68","365.7"
"4","2016","14","Chhattisgarh","Bilaspur","315.33","4.14","51.58","3.75","55.33","3.78","378.84","435.22"
"4","2017","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","2018","14","Chhattisgarh","Bilaspur","329.48","2.71","78.33","2.6","80.93","1.93","415.04","481.77"
"4","2019","14","Chhattisgarh","Bilaspur","331.64","2.36","73.2","2.16","75.37","1.77","411.13","479.89"
"4","2020","14","Chhattisgarh","Bilaspur","346.79","3.21","96.31","1.58","97.89","1.66","449.56","506.24"
"5","1966","14","Chhattisgarh","Raigarh","0.2","7.6","0.0","1.56","1.56","3.3","12.6","12.6"
"5","1967","14","Chhattisgarh","Raigarh","0.2","3.3","0.0","1.22","1.22","3.3","8.0","8.0"
"5","1968","14","Chhattisgarh","Raigarh","2.6","5.9","0.0","1.31","1.31","3.1","12.9","12.9"
"5","1969","14","Chhattisgarh","Raigarh","1.6","10.7","0.0","1.38","1.38","3.4","17.1","17.1"
"5","1970","14","Chhattisgarh","Raigarh","2.9","4.6","0.0","1.38","1.38","2.4","10.8","12.4"
"5","1971","14","Chhattisgarh","Raigarh","4.6","4.7","0.0","1.54","1.54","1.3","11.7","14.3"
"5","1972","14","Chhattisgarh","Raigarh","5.3","2.5","0.0","1.61","1.61","4.4","13.7","18.0"
"5","1973","14","Chhattisgarh","Raigarh","4.1","2.0","0.0","1.65","1.65","1.7","8.5","13.7"
"5","1974","14","Chhattisgarh","Raigarh","7.4","7.7","0.0","1.78","1.78","4.8","21.7","21.7"
"5","1975","14","Chhattisgarh","Raigarh","7.7","4.6","0.0","2.4","2.4","0.9","15.0","16.5"
"5","1976","14","Chhattisgarh","Raigarh","8.3","6.5","0.33","2.13","2.46","3.2","20.9","21.1"
"5","1977","14","Chhattisgarh","Raigarh","9.2","4.9","0.28","1.87","2.15","0.5","16.0","19.9"
"5","1978","14","Chhattisgarh","Raigarh","9.5","3.6","0.22","1.72","1.94","0.4","13.1","18.8"
"5","1979","14","Chhattisgarh","Raigarh","12.7","2.3","1.04","1.12","2.16","0.3","16.5","22.3"
"5","1980","14","Chhattisgarh","Raigarh","11.1","2.7","0.51","1.96","2.47","2.3","17.9","20.6"
"5","1981","14","Chhattisgarh","Raigarh","11.2","2.8","0.68","2.01","2.69","2.0","17.9","20.7"
"5","1982","14","Chhattisgarh","Raigarh","15.1","8.2","0.81","2.15","2.96","4.1","30.3","32.2"
"5","1983","14","Chhattisgarh","Raigarh","11.5","2.6","0.69","1.95","2.64","3.5","20.2","22.2"
"5","1984","14","Chhattisgarh","Raigarh","15.0","7.2","1.26","2.04","3.3","5.6","31.2","33.4"
"5","1985","14","Chhattisgarh","Raigarh","13.8","2.8","1.07","2.0","3.07","4.1","23.8","24.0"
"5","1986","14","Chhattisgarh","Raigarh","15.8","6.3","1.94","1.99","3.93","5.8","31.8","33.4"
"5","1987","14","Chhattisgarh","Raigarh","17.1","6.1","2.87","2.58","5.45","5.7","34.0","36.0"
"5","1988","14","Chhattisgarh","Raigarh","17.6","4.0","3.3","2.6","5.9","5.7","33.2","34.7"
"5","1989","14","Chhattisgarh","Raigarh","18.9","3.6","4.1","2.3","6.4","5.5","34.4","35.0"
"5","1990","14","Chhattisgarh","Raigarh","10.5","1.9","3.7","7.9","12.6","4.3","32.3","34.4"
"5","1991","14","Chhattisgarh","Raigarh","9.42","4.28","5.72","10.08","16.8","5.11","38.61","40.05"
"5","1992","14","Chhattisgarh","Raigarh","5.92","5.2","8.39","13.05","22.44","5.61","42.17","43.62"
"5","1993","14","Chhattisgarh","Raigarh","6.41","3.13","7.56","12.66","21.22","4.15","37.91","37.94"
