"Dist Code","Year","State Code","State Name","Dist Name","CANALS AREA (1000 ha)","TANKS AREA (1000 ha)","TUBE WELLS AREA (1000 ha)","OTHER WELLS AREA (1000 ha)","TOTAL WELLS AREA (1000 ha)","OTHER SOURCES AREA (1000 ha)","NET AREA (1000 ha)","GROSS AREA (1000 ha)"
"11","1997","6","Madhya Pradesh","Seoni / Shivani","27.75","6.44","0.75","14.86","15.61","7.11","56.92","56.92"
"11","1998","6","Madhya Pradesh","Seoni / Shivani","35.87","6.76","0.4","21.63","22.03","8.66","73.32","73.32"
"11","1999","6","Madhya Pradesh","Seoni / Shivani","38.66","7.01","0.59","23.74","24.33","9.85","79.85","79.85"
"11","2000","6","Madhya Pradesh","Seoni / Shivani","38.26","7.29","0.53","23.48","24.01","9.59","79.15","79.15"
"11","2001","6","Madhya Pradesh","Seoni / Shivani","42.73","7.16","0.81","27.03","27.84","9.44","87.17","87.17"
"11","2002","6","Madhya Pradesh","Seoni / Shivani","45.95","7.65","1.38","28.19","29.57","10.59","93.75","93.75"
"11","2003","6","Madhya Pradesh","Seoni / Shivani","49.24","6.83","1.54","29.82","31.36","9.39","96.82","96.82"
"11","2004","6","Madhya Pradesh","Seoni / Shivani","49.23","5.93","1.77","29.16","30.93","10.91","97.0","97.0"
"11","2005","6","Madhya Pradesh","Seoni / Shivani","56.03","7.71","2.9","30.49","33.39","13.39","110.51","110.51"
"11","2006","6","Madhya Pradesh","Seoni / Shivani","56.75","8.89","2.98","31.82","34.8","13.24","113.68","113.68"
"11","2007","6","Madhya Pradesh","Seoni / Shivani","64.73","9.15","3.72","33.4","37.12","14.04","125.04","125.04"
"11","2008","6","Madhya Pradesh","Seoni / Shivani","56.93","7.81","4.98","33.59","38.57","13.08","116.38","116.38"
"11","2009","6","Madhya Pradesh","Seoni / Shivani","57.14","8.32","4.48","36.87","41.35","14.51","121.32","121.32"
"11","2010","6","Madhya Pradesh","Seoni / Shivani","59.73","9.06","5.74","40.17","45.91","17.45","132.15","132.15"
"11","2011","6","Madhya Pradesh","Seoni / Shivani","62.77","9.58","6.23","44.89","51.12","17.93","141.39","141.39"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","68.66","11.02","11.53","46.94","58.47","23.32","161.47","161.47"
"11","2013","6","Madhya Pradesh","Seoni / Shivani","85.57","12.06","15.92","49.49","65.41","25.02","188.06","188.06"
"11","2014","6","Madhya Pradesh","Seoni / Shivani","86.53","12.78","24.83","57.88","82.71","20.74","202.76","202.76"
"11","2015","6","Madhya Pradesh","Seoni / Shivani","83.18","11.49","26.08","51.26","77.33","18.81","190.81","190.81"
"11","2016","6","Madhya Pradesh","Seoni / Shivani","87.19","11.54","24.82","54.63","79.45","21.81","199.98","199.98"
"11","2017","6","Madhya Pradesh","Seoni / Shivani","96.88","9.96","28.6","52.44","81.04","22.12","210.0","210.0"
"11","2018","6","Madhya Pradesh","Seoni / Shivani","11.48","9.18","38.55","47.87","86.43","22.31","129.39","232.39"
"11","2019","6","Madhya Pradesh","Seoni / Shivani","116.07","14.59","0.0","54.93","54.93","47.54","233.12","279.06"
"11","2020","6","Madhya Pradesh","Seoni / Shivani","120.71","19.52","26.75","45.02","71.77","48.54","260.55","326.24"
"12","1966","6","Madhya Pradesh","Mandla","0.8","0.0","0.0","0.83","0.83","0.9","2.5","2.5"
"12","1967","6","Madhya Pradesh","Mandla","0.1","0.0","0.0","0.85","0.85","0.6","1.6","1.6"
"12","1968","6","Madhya Pradesh","Mandla","1.0","0.1","0.12","0.75","0.87","0.7","2.6","2.6"
"12","1969","6","Madhya Pradesh","Mandla","1.0","0.0","0.0","0.93","0.93","0.9","2.8","2.8"
"12","1970","6","Madhya Pradesh","Mandla","1.3","0.0","0.0","0.77","0.77","0.9","3.0","3.0"
"12","1971","6","Madhya Pradesh","Mandla","1.3","0.1","0.0","0.62","0.62","0.7","2.7","2.7"
"12","1972","6","Madhya Pradesh","Mandla","1.3","0.0","0.0","0.87","0.87","0.8","3.0","3.0"
"12","1973","6","Madhya Pradesh","Mandla","1.4","0.1","0.0","0.93","0.93","0.8","3.2","3.2"
"12","1974","6","Madhya Pradesh","Mandla","1.6","0.7","0.0","0.93","0.93","0.3","3.5","3.5"
"12","1975","6","Madhya Pradesh","Mandla","1.4","0.0","0.0","1.02","1.02","0.9","3.3","3.3"
"12","1976","6","Madhya Pradesh","Mandla","2.2","0.1","0.0","0.98","0.98","1.1","4.3","4.3"
"12","1977","6","Madhya Pradesh","Mandla","1.6","0.0","0.0","1.0","1.0","1.0","3.6","3.6"
"12","1978","6","Madhya Pradesh","Mandla","1.6","0.0","0.0","1.1","1.1","0.9","3.6","3.6"
"12","1979","6","Madhya Pradesh","Mandla","2.9","0.1","0.0","1.33","1.33","1.3","5.6","5.6"
"12","1980","6","Madhya Pradesh","Mandla","4.6","0.9","0.0","1.57","1.57","0.3","7.4","7.4"
"12","1981","6","Madhya Pradesh","Mandla","4.4","0.0","0.0","2.12","2.12","1.5","8.0","8.0"
"12","1982","6","Madhya Pradesh","Mandla","4.6","0.1","0.0","2.45","2.45","0.9","8.1","9.6"
"12","1983","6","Madhya Pradesh","Mandla","4.2","0.0","0.0","2.29","2.29","0.9","7.4","8.9"
"12","1984","6","Madhya Pradesh","Mandla","3.7","0.1","0.0","3.07","3.07","1.3","8.2","11.5"
"12","1985","6","Madhya Pradesh","Mandla","5.2","0.0","0.0","2.71","2.71","1.1","9.1","11.2"
"12","1986","6","Madhya Pradesh","Mandla","7.2","0.1","0.0","1.98","1.98","1.4","10.6","13.7"
"12","1987","6","Madhya Pradesh","Mandla","5.1","0.1","0.01","2.68","2.69","1.2","9.0","11.0"
"12","1988","6","Madhya Pradesh","Mandla","5.4","0.1","0.0","3.2","3.2","1.4","10.1","11.8"
"12","1989","6","Madhya Pradesh","Mandla","6.1","0.0","0.0","2.0","2.0","0.8","8.9","11.8"
"12","1990","6","Madhya Pradesh","Mandla","6.3","-1.0","-1.0","1.0","1.0","0.2","9.5","12.4"
"12","1991","6","Madhya Pradesh","Mandla","9.38","-1.0","-1.0","0.86","0.86","0.97","13.25","17.19"
"12","1992","6","Madhya Pradesh","Mandla","10.06","-1.0","-1.0","1.45","1.45","0.57","14.1","18.84"
"12","1993","6","Madhya Pradesh","Mandla","10.97","-1.0","-1.0","1.09","1.09","0.11","14.19","18.31"
"12","1994","6","Madhya Pradesh","Mandla","10.66","-1.0","-1.0","1.28","1.28","0.7","14.64","18.1"
"12","1995","6","Madhya Pradesh","Mandla","7.89","-1.0","-1.0","3.18","3.18","1.25","14.33","16.17"
"12","1996","6","Madhya Pradesh","Mandla","9.23","-1.0","-1.0","1.44","1.44","0.05","12.95","16.03"
"12","1997","6","Madhya Pradesh","Mandla","6.72","-1.0","-1.0","2.12","2.12","0.31","11.3","11.6"
"12","1998","6","Madhya Pradesh","Mandla","10.7","0.16","0.0","2.41","2.41","1.27","14.54","15.79"
"12","1999","6","Madhya Pradesh","Mandla","10.81","0.15","0.0","3.57","3.57","1.49","16.02","16.85"
"12","2000","6","Madhya Pradesh","Mandla","11.16","0.16","0.0","2.75","2.75","1.54","15.63","16.21"
"12","2001","6","Madhya Pradesh","Mandla","13.52","0.07","0.0","2.76","2.76","1.48","17.83","17.83"
"12","2002","6","Madhya Pradesh","Mandla","13.8","0.18","0.0","2.7","2.7","2.08","18.74","18.74"
"12","2003","6","Madhya Pradesh","Mandla","13.88","0.04","0.0","2.73","2.73","1.86","18.51","18.51"
"12","2004","6","Madhya Pradesh","Mandla","15.62","0.02","0.0","3.01","3.01","1.68","20.33","20.33"
"12","2005","6","Madhya Pradesh","Mandla","16.36","0.04","0.0","2.88","2.88","2.08","21.37","21.37"
"12","2006","6","Madhya Pradesh","Mandla","16.99","0.01","0.0","3.07","3.07","2.05","22.12","22.12"
"12","2007","6","Madhya Pradesh","Mandla","16.89","0.02","0.0","3.08","3.08","2.11","22.09","22.09"
"12","2008","6","Madhya Pradesh","Mandla","17.44","0.04","0.0","2.79","2.79","2.22","22.47","22.47"
"12","2009","6","Madhya Pradesh","Mandla","16.18","0.02","0.0","2.98","2.98","2.37","21.54","21.55"
"12","2010","6","Madhya Pradesh","Mandla","15.02","0.06","0.0","3.22","3.22","2.1","20.41","20.43"
"12","2011","6","Madhya Pradesh","Mandla","22.85","0.31","0.0","4.89","4.89","3.31","31.36","31.41"
"12","2012","6","Madhya Pradesh","Mandla","25.61","0.62","0.09","5.57","5.66","5.89","37.78","37.88"
"12","2013","6","Madhya Pradesh","Mandla","27.13","0.47","0.08","10.71","10.79","6.59","44.98","45.08"
"12","2014","6","Madhya Pradesh","Mandla","32.19","0.47","0.01","11.6","11.61","7.66","51.91","51.98"
"12","2015","6","Madhya Pradesh","Mandla","22.78","3.73","0.06","16.95","17.01","8.98","52.48","52.65"
"12","2016","6","Madhya Pradesh","Mandla","22.8","3.92","-1.0","17.01","17.22","11.49","55.44","55.46"
"12","2017","6","Madhya Pradesh","Mandla","29.64","3.76","1.18","16.2","17.38","9.01","59.77","59.8"
"12","2018","6","Madhya Pradesh","Mandla","38.88","2.91","0.87","16.0","16.87","11.06","69.71","69.74"
"12","2019","6","Madhya Pradesh","Mandla","32.61","2.96","6.85","11.79","18.64","9.36","63.57","88.66"
"12","2020","6","Madhya Pradesh","Mandla","36.98","2.11","9.02","10.22","19.24","22.21","80.54","118.37"
"13","1966","6","Madhya Pradesh","Sagar","1.7","0.3","0.0","4.96","4.96","0.7","7.6","7.6"
"13","1967","6","Madhya Pradesh","Sagar","1.8","0.3","0.0","5.1","5.1","0.7","7.8","7.8"
"13","1968","6","Madhya Pradesh","Sagar","1.8","0.2","0.0","5.12","5.12","1.1","8.2","9.1"
"13","1969","6","Madhya Pradesh","Sagar","1.8","0.3","0.0","5.91","5.91","1.7","9.7","9.7"
"13","1970","6","Madhya Pradesh","Sagar","2.1","0.5","0.0","6.97","6.97","3.6","13.1","13.4"
"13","1971","6","Madhya Pradesh","Sagar","2.2","0.5","0.0","9.53","9.53","5.7","17.0","18.1"
"13","1972","6","Madhya Pradesh","Sagar","3.5","0.4","0.0","8.12","8.12","5.8","16.6","18.0"
"13","1973","6","Madhya Pradesh","Sagar","4.9","0.3","0.0","6.78","6.78","4.7","15.7","16.9"
"13","1974","6","Madhya Pradesh","Sagar","4.5","0.4","0.0","6.47","6.47","3.9","15.5","15.5"
"13","1975","6","Madhya Pradesh","Sagar","5.5","0.5","0.0","7.09","7.09","5.3","17.3","18.5"
"13","1976","6","Madhya Pradesh","Sagar","5.7","0.0","0.0","6.95","6.95","5.3","17.7","18.9"
"13","1977","6","Madhya Pradesh","Sagar","5.3","0.4","0.08","6.53","6.61","5.6","17.9","19.7"
"13","1978","6","Madhya Pradesh","Sagar","5.5","0.3","0.03","7.61","7.64","4.7","18.0","20.0"
"13","1979","6","Madhya Pradesh","Sagar","3.2","0.2","0.04","7.02","7.06","5.8","15.9","17.0"
"13","1980","6","Madhya Pradesh","Sagar","5.6","0.4","0.11","8.31","8.42","8.3","22.7","23.9"
"13","1981","6","Madhya Pradesh","Sagar","5.9","0.1","0.04","8.82","8.86","7.0","21.0","22.4"
"13","1982","6","Madhya Pradesh","Sagar","6.1","0.3","0.1","10.47","10.57","9.5","26.5","28.1"
"13","1983","6","Madhya Pradesh","Sagar","7.1","0.4","0.06","13.4","13.46","11.9","32.9","34.1"
"13","1984","6","Madhya Pradesh","Sagar","6.2","0.5","0.05","14.56","14.61","15.3","36.6","37.5"
"13","1985","6","Madhya Pradesh","Sagar","7.4","0.5","0.02","16.94","16.96","18.4","42.7","43.3"
"13","1986","6","Madhya Pradesh","Sagar","6.2","0.6","0.06","16.7","16.76","19.3","42.9","43.7"
"13","1987","6","Madhya Pradesh","Sagar","7.6","0.7","0.11","20.63","20.74","23.7","53.0","53.0"
"13","1988","6","Madhya Pradesh","Sagar","7.3","0.5","0.2","21.6","21.8","25.3","54.9","55.4"
"13","1989","6","Madhya Pradesh","Sagar","5.8","0.7","0.6","24.4","25.0","27.5","59.0","59.7"
"13","1990","6","Madhya Pradesh","Sagar","7.4","1.1","1.3","29.6","30.9","34.5","73.9","74.9"
"13","1991","6","Madhya Pradesh","Sagar","8.05","0.84","3.35","33.94","37.29","36.65","82.8","83.8"
"13","1992","6","Madhya Pradesh","Sagar","10.04","0.94","3.26","42.87","46.13","39.96","97.1","97.9"
"13","1993","6","Madhya Pradesh","Sagar","8.9","1.19","7.86","50.27","58.13","46.49","114.7","114.8"
"13","1994","6","Madhya Pradesh","Sagar","9.36","1.01","7.72","58.45","66.17","49.9","126.5","126.5"
"13","1995","6","Madhya Pradesh","Sagar","9.24","0.96","11.14","65.67","76.81","53.49","140.49","140.49"
"13","1996","6","Madhya Pradesh","Sagar","9.01","1.08","14.38","67.87","82.25","56.33","148.7","148.7"
"13","1997","6","Madhya Pradesh","Sagar","8.48","9.38","12.06","64.7","76.76","48.7","143.32","143.32"
"13","1998","6","Madhya Pradesh","Sagar","7.24","1.8","15.75","81.97","97.72","61.67","168.44","168.44"
"13","1999","6","Madhya Pradesh","Sagar","8.27","1.35","19.31","77.51","96.82","60.47","166.92","166.92"
"13","2000","6","Madhya Pradesh","Sagar","6.89","1.12","19.63","75.36","94.99","56.27","159.27","159.28"
"13","2001","6","Madhya Pradesh","Sagar","8.66","1.29","21.44","85.04","106.48","62.72","179.15","179.16"
"13","2002","6","Madhya Pradesh","Sagar","8.55","1.56","30.26","83.49","113.75","57.62","181.48","181.48"
"13","2003","6","Madhya Pradesh","Sagar","7.9","2.8","46.23","80.27","126.5","64.91","202.1","202.15"
"13","2004","6","Madhya Pradesh","Sagar","7.87","3.0","33.75","102.98","136.73","71.15","218.76","218.76"
"13","2005","6","Madhya Pradesh","Sagar","4.83","2.56","39.85","116.96","156.81","72.44","236.64","236.64"
"13","2006","6","Madhya Pradesh","Sagar","8.17","2.65","36.96","116.99","153.95","76.3","241.06","241.06"
"13","2007","6","Madhya Pradesh","Sagar","4.04","2.2","40.32","108.22","148.54","75.92","230.69","230.69"
"13","2008","6","Madhya Pradesh","Sagar","1.98","2.33","43.88","116.6","160.48","83.65","248.44","248.44"
"13","2009","6","Madhya Pradesh","Sagar","2.13","2.43","48.9","120.47","169.37","86.11","260.03","260.03"
"13","2010","6","Madhya Pradesh","Sagar","9.18","3.09","45.15","128.02","173.17","83.63","269.08","269.08"
"13","2011","6","Madhya Pradesh","Sagar","6.0","5.31","49.22","140.84","190.06","77.85","279.22","279.22"
"13","2012","6","Madhya Pradesh","Sagar","9.09","4.99","59.31","149.8","209.11","75.73","298.92","298.92"
"13","2013","6","Madhya Pradesh","Sagar","11.38","5.42","85.82","152.36","238.18","79.19","334.16","334.16"
"13","2014","6","Madhya Pradesh","Sagar","11.16","5.41","75.39","191.72","267.11","83.9","367.57","367.57"
"13","2015","6","Madhya Pradesh","Sagar","13.36","10.17","72.55","165.66","238.2","76.76","338.5","338.5"
"13","2016","6","Madhya Pradesh","Sagar","13.46","8.73","78.94","178.55","257.49","70.72","350.39","350.39"
"13","2017","6","Madhya Pradesh","Sagar","13.48","18.73","74.91","210.9","285.81","75.99","394.01","394.01"
"13","2018","6","Madhya Pradesh","Sagar","13.48","18.73","86.63","211.12","297.75","75.99","405.96","405.96"
"13","2019","6","Madhya Pradesh","Sagar","16.36","16.27","104.53","298.06","402.59","78.19","513.4","513.4"
"13","2020","6","Madhya Pradesh","Sagar","17.75","25.69","104.53","135.66","240.19","208.7","492.33","547.61"
"14","1966","6","Madhya Pradesh","Damoh","4.6","0.8","0.0","1.19","1.19","0.6","7.1","9.2"
"14","1967","6","Madhya Pradesh","Damoh","6.9","0.1","0.0","1.4","1.4","0.4","8.8","8.8"
"14","1968","6","Madhya Pradesh","Damoh","6.2","0.1","0.0","1.86","1.86","0.4","8.1","10.9"
"14","1969","6","Madhya Pradesh","Damoh","10.0","0.1","0.0","1.41","1.41","1.2","12.7","12.7"
"14","1970","6","Madhya Pradesh","Damoh","6.5","0.1","0.0","1.52","1.52","1.0","9.1","14.1"
"14","1971","6","Madhya Pradesh","Damoh","7.3","0.1","0.0","1.88","1.88","1.7","10.1","15.0"
"14","1972","6","Madhya Pradesh","Damoh","7.2","0.1","0.0","1.97","1.97","2.8","11.1","16.1"
"14","1973","6","Madhya Pradesh","Damoh","4.1","0.0","0.0","1.98","1.98","3.3","9.1","11.4"
"14","1974","6","Madhya Pradesh","Damoh","8.4","0.0","0.0","2.11","2.11","3.9","14.4","14.4"
"14","1975","6","Madhya Pradesh","Damoh","6.9","0.1","0.0","2.48","2.48","4.8","13.9","17.3"
"14","1976","6","Madhya Pradesh","Damoh","6.8","0.0","0.06","2.67","2.73","5.4","14.0","17.9"
"14","1977","6","Madhya Pradesh","Damoh","4.4","0.0","0.1","2.65","2.75","5.2","11.7","14.7"
"14","1978","6","Madhya Pradesh","Damoh","3.9","0.0","0.0","3.01","3.01","5.9","12.6","16.0"
"14","1979","6","Madhya Pradesh","Damoh","3.0","0.0","0.02","2.61","2.63","4.5","9.4","10.3"
"14","1980","6","Madhya Pradesh","Damoh","5.8","0.1","0.01","2.96","2.97","4.8","13.1","15.7"
"14","1981","6","Madhya Pradesh","Damoh","5.0","0.0","0.1","2.89","2.99","3.9","11.3","13.1"
"14","1982","6","Madhya Pradesh","Damoh","6.3","0.1","0.13","3.27","3.4","5.1","14.8","17.4"
"14","1983","6","Madhya Pradesh","Damoh","6.4","0.1","0.12","3.67","3.79","5.5","15.7","18.2"
"14","1984","6","Madhya Pradesh","Damoh","6.3","0.3","0.12","4.13","4.25","6.5","17.4","19.8"
"14","1985","6","Madhya Pradesh","Damoh","6.9","0.1","0.14","4.34","4.48","7.5","19.1","22.1"
"14","1986","6","Madhya Pradesh","Damoh","7.5","0.1","0.21","4.68","4.89","8.2","20.7","23.1"
"14","1987","6","Madhya Pradesh","Damoh","7.6","0.1","0.11","5.65","5.76","9.4","23.0","27.0"
"14","1988","6","Madhya Pradesh","Damoh","7.7","0.1","0.9","5.7","6.6","11.4","25.8","29.2"
"14","1989","6","Madhya Pradesh","Damoh","7.2","0.2","1.7","6.3","8.0","13.2","28.6","32.0"
"14","1990","6","Madhya Pradesh","Damoh","8.9","0.3","1.6","7.4","9.0","16.0","34.2","38.2"
"14","1991","6","Madhya Pradesh","Damoh","7.84","0.6","3.42","10.11","13.53","19.85","41.8","44.6"
"14","1992","6","Madhya Pradesh","Damoh","6.63","1.27","5.12","11.91","17.03","23.54","48.5","52.7"
"14","1993","6","Madhya Pradesh","Damoh","10.11","0.17","6.93","15.86","22.79","27.51","60.6","64.1"
"14","1994","6","Madhya Pradesh","Damoh","8.75","0.33","11.36","18.15","29.51","31.72","70.3","74.8"
"14","1995","6","Madhya Pradesh","Damoh","9.2","0.64","14.0","19.7","33.7","33.93","77.48","80.94"
"14","1996","6","Madhya Pradesh","Damoh","10.8","0.34","16.61","20.89","37.5","34.1","82.7","85.5"
"14","1997","6","Madhya Pradesh","Damoh","9.02","0.0","16.85","19.71","36.56","32.12","77.69","79.75"
"14","1998","6","Madhya Pradesh","Damoh","8.68","0.46","18.61","19.98","38.59","33.61","81.34","83.44"
"14","1999","6","Madhya Pradesh","Damoh","9.26","0.31","19.05","21.76","40.81","37.29","87.67","90.36"
"14","2000","6","Madhya Pradesh","Damoh","9.7","0.27","20.18","20.94","41.12","36.64","87.73","89.54"
"14","2001","6","Madhya Pradesh","Damoh","9.76","0.22","22.0","23.11","45.11","39.31","94.4","96.52"
"14","2002","6","Madhya Pradesh","Damoh","9.71","0.22","24.04","23.86","47.9","40.7","98.53","100.94"
"14","2003","6","Madhya Pradesh","Damoh","10.13","0.4","24.87","23.23","48.1","42.24","100.88","102.81"
"14","2004","6","Madhya Pradesh","Damoh","10.64","0.65","25.58","25.84","51.42","44.33","107.02","109.31"
"14","2005","6","Madhya Pradesh","Damoh","10.44","0.48","28.71","26.53","55.24","45.45","111.6","114.14"
"14","2006","6","Madhya Pradesh","Damoh","11.6","0.78","29.8","28.3","58.1","45.3","115.78","118.63"
"14","2007","6","Madhya Pradesh","Damoh","11.17","0.79","29.95","26.36","56.31","42.38","110.65","112.99"
"14","2008","6","Madhya Pradesh","Damoh","11.39","0.98","31.22","28.6","59.82","45.64","117.83","120.02"
"14","2009","6","Madhya Pradesh","Damoh","12.16","1.29","32.8","29.85","62.65","47.04","123.13","124.57"
"14","2010","6","Madhya Pradesh","Damoh","10.41","1.11","25.64","25.15","50.79","36.28","98.59","104.23"
"14","2011","6","Madhya Pradesh","Damoh","12.13","1.25","26.21","26.11","52.32","38.69","104.39","123.55"
"14","2012","6","Madhya Pradesh","Damoh","15.69","2.4","32.14","32.6","64.73","57.0","139.82","139.82"
"14","2013","6","Madhya Pradesh","Damoh","21.07","8.77","36.32","38.01","74.33","77.64","181.81","181.81"
"14","2014","6","Madhya Pradesh","Damoh","23.64","9.81","40.67","44.04","84.71","84.91","203.07","203.07"
"14","2015","6","Madhya Pradesh","Damoh","23.64","9.81","40.67","44.04","84.71","21.27","139.43","139.43"
"14","2016","6","Madhya Pradesh","Damoh","24.77","11.73","46.99","55.2","102.19","61.74","200.43","200.43"
"14","2017","6","Madhya Pradesh","Damoh","25.2","14.19","47.63","58.02","105.65","59.01","204.04","204.04"
"14","2018","6","Madhya Pradesh","Damoh","23.04","10.69","60.69","72.9","133.59","84.64","251.95","256.1"
"14","2019","6","Madhya Pradesh","Damoh","25.68","13.8","78.06","61.21","139.27","97.25","276.0","276.0"
"14","2020","6","Madhya Pradesh","Damoh","13.64","20.59","75.21","35.86","111.07","143.8","289.09","308.69"
"15","1966","6","Madhya Pradesh","Tikamgarh","5.2","7.3","0.0","36.35","36.35","0.2","49.1","51.0"
"15","1967","6","Madhya Pradesh","Tikamgarh","7.7","7.3","0.0","44.38","44.38","0.8","60.2","61.8"
"15","1968","6","Madhya Pradesh","Tikamgarh","9.2","5.1","0.0","46.6","46.6","1.1","62.0","63.5"
"15","1969","6","Madhya Pradesh","Tikamgarh","15.5","5.4","0.0","50.95","50.95","2.2","74.1","74.1"
"15","1970","6","Madhya Pradesh","Tikamgarh","12.6","5.9","0.0","54.32","54.32","1.7","74.4","75.8"
"15","1971","6","Madhya Pradesh","Tikamgarh","13.8","6.5","0.0","53.9","53.9","3.1","77.2","79.0"
"15","1972","6","Madhya Pradesh","Tikamgarh","14.7","8.2","0.0","60.24","60.24","3.9","86.5","88.6"
"15","1973","6","Madhya Pradesh","Tikamgarh","6.8","4.5","0.0","54.7","54.7","2.4","68.4","70.3"
"15","1974","6","Madhya Pradesh","Tikamgarh","6.9","4.6","0.0","60.18","60.18","2.6","74.8","74.8"
"15","1975","6","Madhya Pradesh","Tikamgarh","13.9","5.9","0.26","57.43","57.69","2.6","79.8","81.1"
"15","1976","6","Madhya Pradesh","Tikamgarh","10.4","6.5","0.15","58.87","59.02","2.6","78.4","79.7"
"15","1977","6","Madhya Pradesh","Tikamgarh","10.2","5.2","0.14","60.01","60.15","1.8","77.3","79.7"
"15","1978","6","Madhya Pradesh","Tikamgarh","14.5","6.0","0.16","65.84","66.0","2.2","88.2","90.6"
"15","1979","6","Madhya Pradesh","Tikamgarh","5.7","2.5","0.17","64.68","64.85","1.8","74.8","77.0"
"15","1980","6","Madhya Pradesh","Tikamgarh","15.4","5.7","0.2","68.18","68.38","2.7","91.7","94.6"
"15","1981","6","Madhya Pradesh","Tikamgarh","11.1","5.9","0.18","70.97","71.15","3.3","91.3","94.0"
"15","1982","6","Madhya Pradesh","Tikamgarh","15.8","5.7","0.12","76.67","76.79","3.1","101.4","105.8"
"15","1983","6","Madhya Pradesh","Tikamgarh","17.8","6.4","0.13","77.08","77.21","3.5","104.9","108.5"
"15","1984","6","Madhya Pradesh","Tikamgarh","15.0","6.3","0.11","78.38","78.49","4.3","104.0","110.1"
"15","1985","6","Madhya Pradesh","Tikamgarh","15.6","7.0","0.11","86.4","86.51","4.0","113.1","118.3"
"15","1986","6","Madhya Pradesh","Tikamgarh","13.3","5.7","0.08","81.9","81.98","3.4","104.3","110.4"
"15","1987","6","Madhya Pradesh","Tikamgarh","13.1","5.2","0.11","88.01","88.12","3.1","110.0","117.0"
"15","1988","6","Madhya Pradesh","Tikamgarh","13.3","4.9","0.1","89.8","89.9","3.5","111.6","119.6"
"15","1989","6","Madhya Pradesh","Tikamgarh","13.9","5.0","0.2","65.3","65.5","3.7","88.1","94.0"
"15","1990","6","Madhya Pradesh","Tikamgarh","15.2","5.6","0.1","95.1","95.2","6.2","122.2","129.9"
"15","1991","6","Madhya Pradesh","Tikamgarh","15.83","8.0","0.28","97.62","97.9","6.84","128.6","142.9"
"15","1992","6","Madhya Pradesh","Tikamgarh","16.98","7.93","1.3","107.29","108.59","7.72","141.2","161.6"
"15","1993","6","Madhya Pradesh","Tikamgarh","17.96","8.49","0.26","117.43","117.69","8.06","152.2","172.3"
"15","1994","6","Madhya Pradesh","Tikamgarh","20.71","6.63","0.22","119.72","119.94","11.53","158.8","185.5"
"15","1995","6","Madhya Pradesh","Tikamgarh","17.59","5.96","0.62","124.6","125.22","6.58","155.35","192.75"
"15","1996","6","Madhya Pradesh","Tikamgarh","19.87","10.82","1.16","123.68","124.84","7.24","162.8","204.9"
"15","1997","6","Madhya Pradesh","Tikamgarh","18.41","9.75","0.82","133.88","134.7","9.06","171.92","212.18"
"15","1998","6","Madhya Pradesh","Tikamgarh","26.03","9.29","2.78","127.96","130.74","11.91","177.97","216.42"
"15","1999","6","Madhya Pradesh","Tikamgarh","26.09","8.02","1.87","128.11","129.98","11.27","175.36","218.02"
"15","2000","6","Madhya Pradesh","Tikamgarh","27.71","10.51","2.17","120.43","122.6","11.39","172.22","208.96"
"15","2001","6","Madhya Pradesh","Tikamgarh","18.61","10.0","2.89","122.4","125.29","24.32","178.22","212.62"
"15","2002","6","Madhya Pradesh","Tikamgarh","11.16","7.96","7.47","129.28","136.75","12.34","168.22","204.49"
"15","2003","6","Madhya Pradesh","Tikamgarh","16.18","7.33","4.7","139.56","144.26","21.68","189.44","218.03"
"15","2004","6","Madhya Pradesh","Tikamgarh","13.01","7.35","12.9","137.74","150.64","13.36","184.36","217.19"
"15","2005","6","Madhya Pradesh","Tikamgarh","13.48","10.51","8.82","123.57","132.39","6.59","162.98","206.78"
"15","2006","6","Madhya Pradesh","Tikamgarh","6.7","6.17","8.0","85.11","93.11","4.37","110.36","145.26"
"15","2007","6","Madhya Pradesh","Tikamgarh","2.94","0.47","4.15","42.94","47.09","2.41","52.92","65.56"
"15","2008","6","Madhya Pradesh","Tikamgarh","9.53","7.35","9.74","129.97","139.71","11.83","168.41","224.18"
"15","2009","6","Madhya Pradesh","Tikamgarh","12.23","12.07","14.48","128.59","143.07","17.21","184.59","219.42"
"15","2010","6","Madhya Pradesh","Tikamgarh","10.92","7.7","21.91","107.63","129.54","13.11","161.27","190.07"
"15","2011","6","Madhya Pradesh","Tikamgarh","20.57","18.31","20.82","133.81","154.63","8.46","201.96","235.91"
"15","2012","6","Madhya Pradesh","Tikamgarh","21.41","16.37","26.02","145.46","171.49","9.77","219.03","260.97"
"15","2013","6","Madhya Pradesh","Tikamgarh","21.85","18.57","29.45","150.63","180.08","11.98","232.48","275.95"
"15","2014","6","Madhya Pradesh","Tikamgarh","21.35","18.35","30.73","140.84","171.57","11.78","223.05","271.74"
"15","2015","6","Madhya Pradesh","Tikamgarh","4.35","0.67","35.07","82.12","117.19","2.3","124.51","168.58"
"15","2016","6","Madhya Pradesh","Tikamgarh","2.3","11.67","28.71","122.69","151.39","42.2","207.56","266.66"
"15","2017","6","Madhya Pradesh","Tikamgarh","12.97","12.97","33.09","69.15","102.24","11.38","139.57","158.51"
