Dist Code,State Code,State Name,Dist Name,Year,PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),ANNUAL RAINFALL (Millimeters),KHARIF_RAIN_MM,RABI_RAIN_MM,PEARL MILLET IRRIGATED AREA (1000 ha),CANALS AREA (1000 ha),TUBE WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),KHARIF_TMAX,KHARIF_TMIN,RABI_TMAX,RABI_TMIN,ANNUAL_TMAX,ANNUAL_TMIN,DIURNAL_TEMP_RANGE,N_KG_PER_HA,P_KG_PER_HA,K_KG_PER_HA,NPK_TOTAL_KG_PER_HA,FERT_KHARIF_TONS,FERT_RABI_TONS,GROWING_PERIOD_DAYS,SOIL_TYPE_DOMINANT,ANNUAL NORMAL RAINFALL (Millimeters),PEARL_MILLET_STATE_PRICE,FERT_DATA_AVAILABLE
110,7,Maharashtra,Beed,1994,168.4,81.2,482.19,470.1,322.5,97.0,4.2,0.0,0.0,135.4,173.9,201.9,824.6,933.6,113.22,30.18,20.9375,30.615999999999996,15.127999999999997,32.479166666666664,19.006666666666664,13.4725,32.27,12.2,4.1,48.58,4826.0,16652.0,171.0,VERTIC,685.0,313.0,1
110,7,Maharashtra,Beed,1995,194.4,172.6,887.86,654.1,469.69999999999993,143.9,2.3,0.0,0.0,139.7,198.4,245.3,823.4,937.4,113.85,32.015,22.222500000000004,30.853999999999996,15.124,33.01083333333333,19.2125,13.798333333333332,25.44,10.08,8.19,43.71,3298.0,11815.0,171.0,VERTIC,685.0,313.0,1
110,7,Maharashtra,Beed,1996,208.0,191.0,918.27,794.4,676.0,109.8,2.4,0.0,0.0,137.6,201.0,245.3,785.2,913.4,116.33,31.387499999999996,21.547500000000003,30.95,15.584000000000003,33.11166666666667,19.49833333333333,13.61333333333334,21.98,7.95,2.31,32.24,1825.0,7072.0,171.0,VERTIC,685.0,358.0,1
110,7,Maharashtra,Beed,1997,162.6,83.8,515.38,826.6,364.6,378.2,5.7,0.0,0.0,138.8,210.5,245.4,774.0,931.4,120.34,31.12,21.6025,30.589999999999996,15.75,32.61833333333333,19.231666666666666,13.386666666666667,24.07,13.12,2.63,39.82,3018.0,9680.0,171.0,VERTIC,685.0,423.0,1
110,7,Maharashtra,Beed,1998,176.8,116.6,659.5,1136.9,947.5,189.39999999999998,6.0,0.0,0.0,143.5,214.6,253.6,829.5,939.1,113.21,31.805,22.3875,30.556,15.907999999999998,33.10333333333333,19.95416666666667,13.149166666666662,36.135000000000005,19.595,8.125,64.465,5261.0,16961.0,171.0,VERTIC,685.0,430.0,1
110,7,Maharashtra,Beed,1999,181.5,124.3,684.85,677.9,557.2,92.2,5.2,0.0,0.0,147.3,197.7,236.2,862.7,972.6,112.74,30.580000000000002,21.2375,30.907999999999998,15.138,32.69666666666667,19.155,13.541666666666671,36.135000000000005,19.595,8.125,64.465,5261.0,16961.0,171.0,VERTIC,685.0,471.0,1
110,7,Maharashtra,Beed,2000,213.6,170.5,798.22,581.9,536.1,37.8,0.0,0.0,0.0,132.2,204.6,252.1,490.5,819.3,167.03,30.905,21.3125,31.106,15.7,32.805,19.249166666666667,13.555833333333332,41.71,19.46,8.01,69.19,5690.0,20252.0,171.0,VERTIC,685.0,463.0,1
110,7,Maharashtra,Beed,2001,151.4,74.4,491.41,721.5,507.2,206.79999999999998,0.0,0.0,0.0,132.9,205.7,253.5,770.8,936.4,121.48,31.3375,21.770000000000003,31.110000000000003,16.077999999999996,33.02916666666667,19.670833333333334,13.358333333333334,34.88,16.61,5.87,57.36,4804.0,16602.0,171.0,VERTIC,685.0,521.0,1
110,7,Maharashtra,Beed,2002,187.1,156.9,838.59,640.0,579.1,55.99999999999999,3.3,0.0,0.0,133.5,205.4,253.6,768.2,932.6,121.4,31.4625,21.895,31.3,16.262,33.29416666666667,19.933333333333334,13.360833333333336,36.06,16.5,7.17,59.74,3445.0,11527.0,171.0,VERTIC,685.0,515.0,1
110,7,Maharashtra,Beed,2003,180.5,100.2,555.12,637.4,519.3,59.1,0.0,0.0,0.0,83.5,116.4,136.8,763.2,895.9,117.39,31.942500000000003,22.377499999999998,31.859999999999996,16.826,33.725,20.36833333333333,13.356666666666673,28.52,17.19,5.54,51.24,4564.0,12041.0,171.0,VERTIC,685.0,526.0,1
110,7,Maharashtra,Beed,2004,176.2,109.1,619.18,662.2,591.1,68.7,0.0,0.0,0.0,83.5,116.4,136.8,760.1,895.2,117.77,31.2725,21.705000000000002,30.85,15.814000000000002,33.07666666666667,19.7175,13.359166666666667,30.52,19.73,8.06,58.31,4914.0,12852.0,171.0,VERTIC,685.0,500.0,1
110,7,Maharashtra,Beed,2005,191.3,129.3,675.9,675.1,659.8000000000001,15.3,0.0,0.0,0.0,83.5,116.4,136.8,756.9,958.7,126.66,31.475,21.905,30.212,15.178,32.7125,19.354166666666668,13.35833333333333,36.21,21.63,11.93,69.78,7400.0,23633.0,171.0,VERTIC,685.0,561.0,1
110,7,Maharashtra,Beed,2006,184.1,154.1,837.05,696.6,639.0,57.6,0.0,0.0,0.0,83.5,116.4,136.8,755.2,914.2,121.05,31.0225,21.4525,30.972,15.935999999999998,32.7725,19.413333333333338,13.359166666666663,43.52,28.03,14.52,86.07,7041.0,24647.0,171.0,VERTIC,685.0,605.0,1
110,7,Maharashtra,Beed,2007,162.5,116.72,718.28,569.7,569.7,0.0,0.0,0.0,0.0,83.5,116.4,136.8,751.8,915.4,121.76,31.347500000000004,21.775,31.296000000000003,16.259999999999998,33.204166666666666,19.84333333333333,13.360833333333336,45.0,26.54,17.11,88.66,3921.0,17270.0,171.0,VERTIC,685.0,635.0,1
110,7,Maharashtra,Beed,2008,135.0,98.1,726.67,607.1,580.0999999999999,27.0,0.0,0.0,0.0,83.5,116.4,136.8,749.3,910.7,121.54,31.462500000000002,21.8925,31.002000000000002,15.966,33.03666666666667,19.675833333333337,13.360833333333332,48.02,22.51,12.28,82.81,7764.0,26741.0,171.0,VERTIC,685.0,800.0,1
110,7,Maharashtra,Beed,2009,131.7,103.34,784.66,710.0,619.0,77.2,2.4,0.0,0.0,83.5,116.4,136.8,748.9,977.9,130.58,32.1675,22.605,31.6,16.562,33.751666666666665,20.392500000000002,13.359166666666663,46.98,30.29,13.53,90.79,11764.0,38407.0,171.0,VERTIC,685.0,870.0,1
110,7,Maharashtra,Beed,2010,122.5,112.8,920.82,,,,2.4,0.0,0.0,83.5,116.4,136.8,748.5,1015.8,135.71,31.277499999999996,21.7075,31.418,16.386,33.57333333333333,20.215,13.35833333333333,60.32,39.62,25.71,125.65,14811.0,52104.0,171.0,VERTIC,685.0,948.0,1
110,7,Maharashtra,Beed,2011,107.1,108.9,1016.81,,,,2.4,0.0,0.0,83.5,116.4,136.8,748.5,859.0,114.76,31.21,21.645,31.074,16.036,32.92666666666667,19.566666666666666,13.360000000000003,73.87,45.39,14.58,133.84,14493.0,46929.0,171.0,VERTIC,685.0,1130.0,1
110,7,Maharashtra,Beed,2012,107.1,68.97,643.98,431.6,349.4,82.2,2.4,0.0,0.0,83.5,116.4,136.8,748.5,1011.5,135.14,32.1125,22.545,31.282,16.25,33.51666666666667,20.158333333333335,13.358333333333338,44.79,25.59,13.02,83.4,7797.0,25480.0,171.0,VERTIC,685.0,1264.0,1
110,7,Maharashtra,Beed,2013,122.1,130.3,1067.16,690.5,577.7,104.80000000000001,2.4,0.0,0.0,83.5,116.4,136.8,754.8,1038.8,137.63,31.115000000000002,21.5475,31.133999999999997,16.101999999999997,33.10416666666667,19.7475,13.356666666666673,56.08,30.58,14.42,101.08,12716.0,39658.0,171.0,VERTIC,685.0,1405.5,1
110,7,Maharashtra,Beed,2014,127.1,56.2,442.17,457.4,353.8,17.7,2.4,0.0,0.0,83.5,116.4,136.8,750.8,1035.0,137.85,32.4025,22.8375,31.744,16.708,33.494166666666665,20.135,13.359166666666663,51.77,25.84,13.07,90.67,6590.0,23217.0,171.0,VERTIC,685.0,1384.5,1
110,7,Maharashtra,Beed,2015,127.6,32.8,257.05,403.3,281.8,46.2,2.4,0.0,0.0,83.5,116.4,136.8,781.9,1040.8,133.11,32.675,22.8375,31.727999999999998,17.474,33.57916666666666,20.454166666666666,13.124999999999993,40.88,27.38,10.94,79.2,14596.0,36358.0,171.0,VERTIC,685.0,1468.5,1
111,7,Maharashtra,Nanded,1966,2.2,0.4,181.82,821.9,664.2,102.9,0.0,0.0,0.0,12.6,19.9,20.7,724.7,753.4,103.96,32.6575,23.5675,31.302000000000003,16.686,33.714166666666664,20.749166666666667,12.964999999999996,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,78.55000000000001,0
111,7,Maharashtra,Nanded,1967,2.3,0.6,260.87,847.0,756.2,78.2,0.0,0.0,0.0,13.0,21.1,21.8,727.2,753.6,103.63,31.82,23.180000000000003,31.201999999999998,16.486,33.336666666666666,20.563333333333333,12.773333333333333,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,84.5,0
111,7,Maharashtra,Nanded,1968,2.8,1.0,357.14,802.3,692.7,67.2,0.0,0.0,0.0,14.3,24.8,25.7,727.4,753.5,103.59,32.2575,23.0925,30.4,15.565999999999999,33.03666666666667,19.898333333333337,13.138333333333332,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,76.45,0
111,7,Maharashtra,Nanded,1969,2.0,0.7,350.0,873.4,788.9,70.8,0.0,0.0,0.0,15.2,31.6,32.6,730.4,751.0,102.82,31.924999999999997,22.912499999999998,31.058000000000003,17.113999999999997,33.612500000000004,21.034166666666668,12.578333333333337,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,79.75,0
111,7,Maharashtra,Nanded,1970,1.4,0.6,428.57,1000.4,962.6999999999999,9.6,0.0,0.0,0.0,10.3,16.9,18.4,727.9,754.1,103.6,31.242500000000003,22.577499999999997,30.734,15.482,33.04333333333333,20.18083333333333,12.8625,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,76.0,0
111,7,Maharashtra,Nanded,1971,1.8,0.3,166.67,654.2,425.59999999999997,172.4,0.0,0.0,0.0,8.2,15.8,18.4,717.7,749.5,104.43,31.735,23.1325,29.782,15.828,32.615833333333335,20.293333333333333,12.322500000000002,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,80.0,0
111,7,Maharashtra,Nanded,1972,1.6,0.1,62.5,448.3,378.5,64.2,0.0,0.0,0.0,11.4,17.6,18.6,725.3,744.1,102.59,32.862500000000004,23.650000000000002,31.082,16.81,33.805,20.94333333333333,12.861666666666668,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,120.55000000000001,0
111,7,Maharashtra,Nanded,1973,2.5,0.7,280.0,1039.3,847.1,185.70000000000002,0.0,0.0,0.0,13.1,20.4,23.7,740.8,769.3,103.85,31.689999999999998,23.105,30.832,16.887999999999998,33.546666666666674,21.27,12.276666666666674,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,134.2,0
111,7,Maharashtra,Nanded,1974,2.4,0.6,250.0,738.6,553.4,174.6,0.0,0.0,0.0,14.0,25.2,31.9,746.7,780.5,104.53,32.39,23.4025,30.084000000000003,15.508000000000001,33.19416666666667,20.355,12.839166666666667,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,146.4,0
111,7,Maharashtra,Nanded,1975,2.4,0.6,250.0,1249.4,1046.4,157.6,0.0,0.0,0.0,13.9,26.9,35.2,758.6,797.7,105.15,31.459999999999997,22.7425,29.716,15.218,32.7175,20.050833333333333,12.666666666666668,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,114.4,0
111,7,Maharashtra,Nanded,1976,2.2,0.6,272.73,801.6,775.9,14.0,0.0,0.0,0.0,12.9,35.2,37.5,730.0,775.0,106.16,31.632500000000004,22.7225,31.032,16.874000000000002,33.265833333333326,20.56916666666667,12.696666666666655,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,109.0,0
111,7,Maharashtra,Nanded,1977,1.9,0.8,421.05,876.7,712.8999999999999,148.39999999999998,0.0,0.0,0.0,14.2,35.1,44.7,741.7,793.9,107.04,31.854999999999997,23.27,30.584000000000003,17.172,33.09,21.136666666666667,11.953333333333337,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,111.7,0
111,7,Maharashtra,Nanded,1978,3.0,1.4,466.67,953.2,819.1999999999999,105.4,0.0,0.0,0.0,14.9,36.3,46.0,727.9,786.6,108.06,31.2725,22.9625,30.264,17.266000000000002,32.707499999999996,21.019166666666667,11.688333333333329,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,102.6,0
111,7,Maharashtra,Nanded,1979,1.6,0.8,500.0,850.9,702.9,106.5,0.0,0.0,0.0,15.7,37.8,46.9,715.4,775.1,108.34,32.5475,24.112499999999997,30.410000000000004,18.372,33.206666666666656,21.63416666666667,11.572499999999987,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,113.3,0
111,7,Maharashtra,Nanded,1980,1.5,0.7,466.67,988.4,942.9,37.0,0.0,0.0,0.0,14.9,38.6,46.5,728.2,770.3,105.78,31.942499999999995,22.995,30.927999999999997,18.05,33.471666666666664,21.645,11.826666666666664,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,139.9,0
111,7,Maharashtra,Nanded,1981,1.3,0.8,615.38,1051.4,947.0,82.80000000000001,0.0,0.0,0.0,15.2,37.3,46.4,746.1,783.9,105.07,31.93,23.5675,30.148000000000003,16.79,32.94083333333333,20.993333333333336,11.947499999999994,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,134.8,0
111,7,Maharashtra,Nanded,1982,1.2,0.5,416.67,931.4,816.6999999999999,101.4,0.0,0.0,0.0,14.7,30.5,39.8,728.8,755.5,103.66,32.285000000000004,23.92,30.418,18.3,32.99249999999999,21.6275,11.364999999999991,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,141.8,0
111,7,Maharashtra,Nanded,1983,1.2,0.7,583.33,1819.6,1562.3,254.5,0.0,0.0,0.0,20.6,38.3,47.1,725.0,767.1,105.81,32.45,24.1375,29.613999999999997,16.398000000000003,32.84083333333333,21.12666666666667,11.71416666666666,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,135.8,0
111,7,Maharashtra,Nanded,1984,1.0,0.3,300.0,614.1,491.20000000000005,120.10000000000001,0.0,0.0,0.0,13.2,36.7,41.8,720.2,764.7,106.18,31.617500000000003,23.18,30.377999999999997,16.698,33.07416666666668,20.96666666666667,12.107500000000009,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,143.8,0
111,7,Maharashtra,Nanded,1985,0.9,0.2,222.22,703.0,571.6,90.10000000000001,0.0,0.0,0.0,21.8,36.7,41.8,688.2,728.3,105.83,31.96,23.2,30.95,16.491999999999997,33.50833333333333,20.919166666666666,12.589166666666667,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,160.0,0
111,7,Maharashtra,Nanded,1987,0.7,0.2,285.71,799.3,599.3,187.00000000000003,0.0,0.0,0.0,32.8,46.1,54.2,678.1,784.9,115.75,33.3725,23.8825,30.851999999999997,17.134000000000004,33.76833333333334,21.110833333333336,12.657500000000002,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,166.0,0
111,7,Maharashtra,Nanded,1988,1.1,1.0,909.09,1687.0,1657.0,29.500000000000004,0.0,0.0,0.0,30.7,53.1,82.1,678.9,793.3,116.85,32.6425,23.28,31.060000000000002,16.862000000000002,33.681666666666665,21.149166666666666,12.532499999999999,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,166.0,0
111,7,Maharashtra,Nanded,1989,0.8,0.5,625.0,1326.9,1235.4,36.3,0.0,0.0,0.0,32.8,62.8,92.3,735.3,808.7,109.98,31.707499999999996,22.8425,31.014,16.259999999999998,33.23166666666666,20.459166666666665,12.772499999999997,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,190.0,0
111,7,Maharashtra,Nanded,1990,1.7,1.0,588.24,1416.3,1043.7,223.10000000000002,0.0,0.0,0.0,39.1,59.4,88.4,728.5,803.1,110.24,31.279999999999998,22.7225,31.006,17.032,32.8425,20.638333333333332,12.20416666666667,59.69,25.31,17.73,102.73,9956.0,30833.0,182.0,VERTIC,915.0,216.0,1
111,7,Maharashtra,Nanded,1991,1.3,0.2,153.85,560.9,508.79999999999995,50.099999999999994,0.0,0.0,0.0,29.8,48.2,60.4,733.7,787.4,107.32,31.965,23.2475,31.124000000000002,16.528,33.47666666666667,20.894166666666667,12.5825,48.25,22.68,13.87,84.8,5699.0,22304.0,182.0,VERTIC,915.0,364.0,1
111,7,Maharashtra,Nanded,1992,1.1,0.7,636.36,810.0,719.1999999999999,84.0,0.0,0.0,0.0,17.1,56.1,83.5,731.2,790.9,108.16,32.4375,23.725,30.564000000000004,16.407999999999998,33.39333333333334,20.963333333333335,12.430000000000003,48.03,22.58,13.81,84.43,5699.0,22304.0,182.0,VERTIC,915.0,234.0,1
111,7,Maharashtra,Nanded,1993,0.7,0.6,857.14,849.0,695.6,142.6,0.0,0.0,0.0,17.1,56.0,83.4,728.3,789.5,108.4,32.1525,23.890000000000004,30.520000000000003,16.548,33.15666666666667,21.028333333333336,12.128333333333337,46.33,14.13,4.92,65.39,7536.0,22191.0,182.0,VERTIC,915.0,279.0,1
111,7,Maharashtra,Nanded,1994,1.3,0.7,538.46,681.3,587.2,89.7,0.0,0.0,0.0,17.1,56.2,83.6,727.2,803.8,110.53,31.0775,22.6875,30.708,16.312,32.99333333333333,20.528333333333332,12.465,46.17,19.97,8.32,74.46,8632.0,23385.0,182.0,VERTIC,915.0,313.0,1
111,7,Maharashtra,Nanded,1995,1.8,1.3,722.22,1166.7,736.1,387.0,0.0,0.0,0.0,41.2,56.8,72.4,723.7,803.9,111.08,32.962500000000006,24.0225,30.968,16.328,33.490833333333335,20.7,12.790833333333335,59.19,28.0,10.16,97.36,12532.0,35025.0,182.0,VERTIC,915.0,313.0,1
111,7,Maharashtra,Nanded,1996,0.7,0.5,714.29,944.1,771.7,142.4,0.0,0.0,0.0,42.9,59.4,72.4,725.9,816.0,112.41,32.42,23.425,31.127999999999997,16.856,33.70666666666667,21.100833333333334,12.605833333333337,62.26,12.35,4.55,79.16,3589.0,22986.0,182.0,VERTIC,915.0,358.0,1
111,7,Maharashtra,Nanded,1997,0.9,0.4,444.44,1164.3,785.0,306.3,0.0,0.0,0.0,43.9,60.0,74.6,743.5,844.0,113.52,32.167500000000004,23.505,30.74,16.990000000000002,33.16166666666667,20.784166666666668,12.377500000000001,69.06,33.53,19.3,121.89,11625.0,42967.0,182.0,VERTIC,915.0,423.0,1
111,7,Maharashtra,Nanded,1998,0.3,0.2,666.67,1140.7,986.5,140.6,0.0,0.0,0.0,44.5,67.2,90.2,710.6,829.1,116.68,32.8525,24.2875,30.776,17.22,33.70083333333334,21.561666666666667,12.139166666666675,69.22,36.43,18.515,121.53,16389.0,48580.5,182.0,VERTIC,915.0,430.0,1
111,7,Maharashtra,Nanded,1999,0.3,0.15,500.0,972.0,804.8,154.0,0.0,0.0,0.0,46.5,64.9,87.6,813.1,930.4,114.43,31.507499999999997,23.0225,30.977999999999998,16.302,33.247499999999995,20.718333333333334,12.529166666666661,69.22,36.43,18.515,121.53,16389.0,48580.5,182.0,VERTIC,915.0,471.0,1
111,7,Maharashtra,Nanded,2000,0.2,0.1,500.0,741.0,706.3,27.7,0.0,0.0,0.0,39.0,60.4,74.5,708.7,822.5,116.06,31.744999999999997,23.0025,31.306,16.990000000000002,33.372499999999995,20.82333333333333,12.549166666666665,69.38,32.14,13.36,114.88,16923.0,50736.0,182.0,VERTIC,915.0,463.0,1
111,7,Maharashtra,Nanded,2001,0.5,0.2,400.0,866.5,705.8999999999999,150.4,0.0,0.0,0.0,39.3,60.8,74.9,708.7,822.5,116.06,32.125,23.412499999999998,31.234,17.292,33.505,21.155833333333334,12.349166666666669,70.15,34.32,16.71,121.17,18258.0,55202.0,182.0,VERTIC,915.0,521.0,1
111,7,Maharashtra,Nanded,2002,0.7,0.5,714.29,787.5,740.2,47.3,0.0,0.0,0.0,39.5,60.7,74.9,704.9,824.2,116.92,32.245,23.527500000000003,31.389999999999997,17.448,33.83166666666667,21.480833333333333,12.350833333333338,56.83,27.84,16.58,101.26,15818.0,46601.0,182.0,VERTIC,915.0,515.0,1
111,7,Maharashtra,Nanded,2003,0.6,0.3,500.0,880.9,851.3,29.6,0.0,0.0,0.0,15.8,37.8,46.5,704.9,824.2,116.92,32.7,23.982499999999998,31.609999999999996,17.672,34.07416666666666,21.724999999999994,12.349166666666669,63.51,29.32,8.4,101.23,17062.0,42154.0,182.0,VERTIC,915.0,526.0,1
111,7,Maharashtra,Nanded,2004,0.2,0.1,500.0,675.3,543.7,82.6,0.0,0.0,0.0,15.8,37.8,46.5,704.5,820.0,116.39,32.2125,23.495,30.808,16.866,33.50083333333334,21.150000000000002,12.350833333333338,55.86,38.54,21.5,115.9,15438.0,43432.0,182.0,VERTIC,915.0,500.0,1
111,7,Maharashtra,Nanded,2005,0.1,0.1,1000.0,883.0,789.4,75.5,0.0,0.0,0.0,15.8,37.8,46.5,702.5,852.4,121.34,32.705,23.990000000000002,30.144,16.204,33.282500000000006,20.934166666666666,12.34833333333334,73.61,47.25,21.28,142.14,23698.0,68657.0,182.0,VERTIC,915.0,561.0,1
111,7,Maharashtra,Nanded,2007,0.6,0.32,533.33,586.9,586.9,0.0,0.0,0.0,0.0,15.8,37.8,46.5,704.8,831.3,117.95,32.3375,23.6275,30.869999999999997,16.927999999999997,33.51250000000001,21.163333333333334,12.349166666666676,78.27,46.8,20.83,145.91,15855.0,48650.0,182.0,VERTIC,915.0,635.0,1
111,7,Maharashtra,Nanded,2008,0.2,0.1,500.0,507.6,412.0,7.1,0.0,0.0,0.0,15.8,37.8,46.5,703.2,831.0,118.17,32.355,23.6425,30.97,17.028,33.336666666666666,20.9875,12.349166666666665,90.42,59.71,41.88,192.01,23890.0,66665.0,182.0,VERTIC,915.0,800.0,1
112,7,Maharashtra,Osmanabad,1966,17.0,4.0,235.29,854.9,569.2,112.7,0.0,0.0,0.0,51.3,56.9,64.5,1073.7,1118.6,104.18,31.367500000000003,21.265,31.248,16.124000000000002,33.026666666666664,19.335833333333333,13.69083333333333,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,78.55000000000001,0
112,7,Maharashtra,Osmanabad,1967,24.0,6.0,250.0,765.2,622.9,114.2,0.0,0.0,0.0,59.8,67.1,75.1,1097.8,1139.0,103.75,30.56,20.91,31.082,15.860000000000003,32.723333333333336,19.228333333333335,13.495000000000001,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,84.5,0
112,7,Maharashtra,Osmanabad,1968,26.6,9.0,338.35,635.6,496.5,95.5,0.4,0.0,0.0,69.8,77.6,86.8,1084.6,1118.9,103.16,31.0425,20.8675,30.389999999999997,15.047999999999998,32.48916666666667,18.62583333333333,13.86333333333334,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,76.45,0
112,7,Maharashtra,Osmanabad,1969,37.1,13.0,350.4,656.7,617.8,38.599999999999994,0.2,0.0,0.0,74.3,82.3,92.9,1095.1,1133.6,103.52,30.77,20.7425,31.0,16.552,32.99333333333333,19.69083333333333,13.302500000000002,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,79.75,0
112,7,Maharashtra,Osmanabad,1970,31.6,13.1,414.56,750.3,707.7,18.200000000000003,0.4,0.0,0.0,52.3,58.3,63.2,1093.5,1147.1,104.9,30.14,20.4625,30.714000000000006,14.956,32.43583333333334,18.849999999999998,13.585833333333344,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,76.0,0
112,7,Maharashtra,Osmanabad,1971,22.8,3.4,149.12,553.8,405.3,138.1,0.6,0.0,0.0,69.5,76.5,86.8,1025.3,1081.4,105.47,30.6225,21.1,29.672000000000004,15.219999999999999,32.00166666666667,18.994999999999997,13.006666666666675,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,80.0,0
112,7,Maharashtra,Osmanabad,1972,23.7,1.3,54.85,282.9,262.2,17.6,0.5,0.0,0.0,62.9,69.8,77.1,915.6,995.6,108.74,31.63,21.4,31.362000000000002,16.59,33.275833333333324,19.69,13.585833333333323,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,120.55000000000001,0
112,7,Maharashtra,Osmanabad,1973,42.8,11.9,278.04,840.1,695.3,131.20000000000002,1.3,0.0,0.0,72.3,86.5,104.1,1098.6,1195.7,108.84,30.425,20.825,30.761999999999993,16.31,32.8075,19.805833333333336,13.001666666666662,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,134.2,0
112,7,Maharashtra,Osmanabad,1974,45.1,10.2,226.16,761.5,494.4,225.8,1.3,0.0,0.0,71.2,87.5,109.7,1180.7,1283.0,108.66,31.0675,21.0625,30.036,14.95,32.51333333333333,18.94666666666667,13.56666666666666,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,146.4,0
112,7,Maharashtra,Osmanabad,1975,39.5,9.3,235.44,850.4,658.2,173.1,0.7,0.0,0.0,123.5,142.9,170.2,1163.6,1262.2,108.47,30.22,20.4925,29.747999999999998,14.74,32.04916666666667,18.656666666666666,13.392500000000005,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,114.4,0
112,7,Maharashtra,Osmanabad,1976,29.7,8.1,272.73,514.4,440.9,41.099999999999994,0.2,0.0,0.0,122.5,146.7,180.3,1120.0,1245.0,111.16,30.464999999999996,20.537499999999998,30.953999999999997,16.276000000000003,32.62500000000001,19.196666666666665,13.428333333333342,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,109.0,0
112,7,Maharashtra,Osmanabad,1977,26.3,10.0,380.23,662.2,440.9,200.39999999999998,0.0,0.0,0.0,113.5,138.9,170.1,1122.0,1248.5,111.27,30.645000000000003,21.045,30.592000000000002,16.669999999999998,32.52,19.841666666666665,12.678333333333338,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,111.7,0
112,7,Maharashtra,Osmanabad,1978,26.0,11.3,434.62,928.6,678.9000000000001,158.5,0.0,0.0,0.0,115.3,141.3,172.7,1115.0,1240.8,111.28,30.0,20.6725,30.381999999999998,16.878,32.11166666666667,19.6975,12.41416666666667,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,102.6,0
112,7,Maharashtra,Osmanabad,1979,23.0,9.7,421.74,794.8,565.5,201.5,0.0,0.0,0.0,113.9,137.8,168.4,1113.9,1289.5,115.76,31.19,21.737499999999997,30.372000000000003,17.827999999999996,32.56583333333334,20.269166666666667,12.29666666666667,9.67,5.8,2.84,18.32,2105.0,6451.0,171.0,VERTIC,809.0,113.3,0
