Dist Code,State Code,State Name,Dist Name,Year,PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),ANNUAL RAINFALL (Millimeters),KHARIF_RAIN_MM,RABI_RAIN_MM,PEARL MILLET IRRIGATED AREA (1000 ha),CANALS AREA (1000 ha),TUBE WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),KHARIF_TMAX,KHARIF_TMIN,RABI_TMAX,RABI_TMIN,ANNUAL_TMAX,ANNUAL_TMIN,DIURNAL_TEMP_RANGE,N_KG_PER_HA,P_KG_PER_HA,K_KG_PER_HA,NPK_TOTAL_KG_PER_HA,FERT_KHARIF_TONS,FERT_RABI_TONS,GROWING_PERIOD_DAYS,SOIL_TYPE_DOMINANT,ANNUAL NORMAL RAINFALL (Millimeters),PEARL_MILLET_STATE_PRICE,FERT_DATA_AVAILABLE
1,14,Chhattisgarh,Durg,1993,0.01,0.01,1000.0,887.7,778.9,98.3,0.0,192.53,15.95,27.93,274.83,300.18,1044.89,1417.39,135.65,32.425000000000004,25.0675,29.226,15.889999999999997,32.59916666666667,21.0575,11.541666666666668,21.91,13.26,5.17,40.34,2195.0,5187.0,164.0,LOAMY,1277.0,,1
1,14,Chhattisgarh,Durg,1996,0.3,0.3,1000.0,1289.7,1201.8,87.9,0.0,194.32,22.23,33.2,281.84,307.06,1050.72,1427.29,135.84,32.42,24.74,29.68,15.88,32.995,21.11,11.884999999999998,22.41,10.57,2.78,35.77,1292.0,4252.0,164.0,LOAMY,1277.0,,1
1,14,Chhattisgarh,Durg,2000,0.03,0.02,631.0,,,,0.0,138.29,47.62,56.91,233.03,264.78,1023.38,1210.93,118.33,31.837500000000002,24.4,29.926000000000005,16.56,32.78083333333333,21.22416666666667,11.556666666666658,35.63,16.07,6.37,58.07,1203.0,3917.0,164.0,LOAMY,1277.0,,1
1,14,Chhattisgarh,Durg,2010,1.67,2.41,1443.11,1149.7,1094.1000000000001,47.9,0.0,185.09,129.68,133.93,342.65,460.9,1026.61,1403.63,136.73,32.88,25.439999999999998,29.8,16.416,33.57666666666666,21.973333333333333,11.603333333333328,64.89,36.14,17.98,119.01,6104.0,18461.0,164.0,LOAMY,1277.0,1613.0,1
1,14,Chhattisgarh,Durg,2013,0.08,0.07,909.09,1568.0,1360.1000000000001,190.7,0.0,197.4,161.84,165.15,381.39,535.27,1030.52,1431.3,138.89,31.44,24.047500000000003,29.363999999999997,15.984,32.524166666666666,20.938333333333336,11.58583333333333,96.42,40.59,14.83,151.84,2585.0,8018.0,164.0,LOAMY,1277.0,3233.0,1
1,14,Chhattisgarh,Durg,2014,0.06,0.04,750.0,1379.7,1133.4,150.9,0.0,186.58,196.67,199.21,401.8,548.91,1026.15,1438.76,140.21,33.050000000000004,25.6575,30.157999999999998,16.714,33.12,21.492500000000003,11.627499999999994,102.96,61.63,27.35,191.94,4540.0,12788.0,164.0,LOAMY,1277.0,2085.0,1
3,14,Chhattisgarh,Raipur,1991,0.02,0.02,1000.0,1007.2,954.5,37.4,0.0,329.95,4.67,21.67,401.69,403.71,934.7,1166.9,124.84,32.107499999999995,24.53,28.913999999999998,16.596,32.3175,21.462500000000002,10.855,23.34,13.33,5.42,42.09,1850.0,5780.0,201.0,USTALF/USTOLLS,1388.0,,1
3,14,Chhattisgarh,Raipur,1992,0.01,0.01,1000.0,1056.4,923.0,0.0,0.0,339.02,6.39,23.6,420.4,421.93,936.4,1170.7,125.02,32.542500000000004,24.77,28.695999999999998,16.049999999999997,32.564166666666665,21.130833333333335,11.43333333333333,23.26,13.29,5.41,41.95,1850.0,5780.0,201.0,USTALF/USTOLLS,1388.0,,1
3,14,Chhattisgarh,Raipur,2007,0.01,0.01,1000.0,1434.2,1367.9,61.8,0.0,371.13,69.49,75.21,482.95,545.66,946.02,1206.64,127.55,32.4725,24.93,29.387999999999998,16.41,32.74916666666667,21.342499999999998,11.40666666666667,94.03,54.29,33.81,182.13,8960.0,24790.0,201.0,USTALF/USTOLLS,1388.0,,1
3,14,Chhattisgarh,Raipur,2011,0.01,0.01,1000.0,1322.9,1189.5,7.8999999999999995,0.0,365.02,101.76,105.54,486.26,547.77,939.63,1160.96,123.56,32.2975,24.755000000000003,29.278,16.302,32.526666666666664,21.12083333333333,11.405833333333334,45.64,23.36,7.28,76.14,3238.0,10576.0,201.0,USTALF/USTOLLS,1388.0,1420.0,1
3,14,Chhattisgarh,Raipur,2012,0.01,0.01,1000.0,1233.0,1122.8,89.3,0.0,366.81,119.38,123.0,519.84,596.26,936.8,1184.23,126.41,32.79,25.245,29.326,16.296,32.975,21.544166666666666,11.430833333333336,242.27,117.14,19.8,379.21,13362.0,40857.0,201.0,USTALF/USTOLLS,1388.0,,1
3,14,Chhattisgarh,Raipur,2014,0.01,0.01,1000.0,1233.2,1081.9,101.1,0.0,360.18,116.39,119.82,507.67,617.93,953.71,1220.67,127.99,32.95,25.495,29.384000000000004,16.34,32.75666666666667,21.259999999999998,11.49666666666667,169.12,67.92,42.29,279.34,5610.0,26000.0,201.0,USTALF/USTOLLS,1388.0,2085.0,1
4,14,Chhattisgarh,Bilaspur,2000,0.01,0.0,224.81,,,,0.0,216.62,25.53,31.37,265.81,279.31,809.29,935.85,115.64,,,,,,,,33.98,16.45,3.16,53.59,893.0,2675.0,208.0,USTALF/USTOLLS,1327.0,,1
4,14,Chhattisgarh,Bilaspur,2008,0.07,0.03,428.57,1047.0,974.4000000000001,25.4,0.0,295.61,36.92,44.19,354.73,421.49,808.02,1023.34,126.65,,,,,,,,58.59,22.34,10.6,91.53,1084.0,4164.0,208.0,USTALF/USTOLLS,1327.0,1113.0,1
4,14,Chhattisgarh,Bilaspur,2011,0.01,0.01,1000.0,1290.1,1142.8,20.5,0.0,271.07,96.24,99.22,376.16,441.64,804.53,1031.79,128.25,,,,,,,,158.6,54.12,18.15,230.86,5326.0,26651.0,208.0,USTALF/USTOLLS,1327.0,1420.0,1
4,14,Chhattisgarh,Bilaspur,2012,0.02,0.01,500.0,1350.1,1145.6,179.0,0.0,271.03,96.86,99.34,388.28,443.01,802.48,1028.36,128.15,,,,,,,,91.83,43.41,5.08,140.33,5021.0,13396.0,208.0,USTALF/USTOLLS,1327.0,,1
4,14,Chhattisgarh,Bilaspur,2013,0.05,0.04,751.45,1449.5,1070.3,315.9,0.0,268.69,101.89,104.04,388.69,422.6,803.08,1006.84,125.37,,,,,,,,121.42,38.92,8.43,168.77,3482.0,7913.0,208.0,USTALF/USTOLLS,1327.0,3233.0,1
4,14,Chhattisgarh,Bilaspur,2014,0.05,0.03,515.04,1348.2,1035.0,199.3,0.0,311.21,54.5,58.23,379.44,426.83,804.11,1005.75,125.08,,,,,,,,108.25,33.07,6.46,147.78,2516.0,13761.0,208.0,USTALF/USTOLLS,1327.0,2085.0,1
4,14,Chhattisgarh,Bilaspur,2015,0.02,0.01,500.0,1056.8,940.9,38.9,0.0,262.26,45.41,49.23,324.68,365.7,801.51,1008.59,125.84,,,,,,,,93.78,30.23,8.64,132.66,2572.0,8423.0,208.0,USTALF/USTOLLS,1327.0,1957.0,1
5,14,Chhattisgarh,Raigarh,1990,0.07,0.04,571.43,1500.6,1194.1,174.1,0.0,10.5,3.7,12.6,32.3,34.4,544.8,582.0,106.83,30.1175,23.982499999999998,29.562,17.906,30.983333333333338,21.368333333333336,9.615000000000002,19.17,5.85,2.25,27.26,672.0,2346.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,1991,0.04,0.02,500.0,1243.8,1136.0,93.3,0.0,9.42,5.72,16.8,38.61,40.05,545.1,580.6,106.51,30.5975,24.189999999999998,29.326,17.35,31.351666666666663,21.412499999999998,9.939166666666665,19.49,7.93,2.48,29.9,664.0,2338.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,1992,0.05,0.03,600.0,1018.9,800.3,0.5,0.0,5.92,8.39,22.44,42.17,43.62,543.1,576.3,106.11,31.064999999999998,24.55,29.05,17.122,31.44583333333333,21.278333333333336,10.167499999999993,19.63,7.99,2.5,30.12,664.0,2338.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,1993,0.06,0.03,500.0,1168.2,1070.2,66.3,0.0,6.41,7.56,21.22,37.91,37.94,544.5,580.5,106.61,30.805000000000003,24.7425,29.518,17.571999999999996,31.394166666666667,21.47083333333333,9.923333333333336,23.6,9.61,2.33,35.54,1126.0,3171.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2000,0.04,0.02,500.0,,,,0.0,21.74,12.32,15.01,48.18,53.1,533.19,565.05,105.98,30.7875,24.1475,29.8,17.728,31.600833333333338,21.421666666666667,10.17916666666667,37.07,23.75,5.61,66.43,689.0,1894.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2001,0.06,0.02,333.33,,,,0.0,22.05,16.24,18.98,53.02,55.0,532.22,568.2,106.76,30.555,24.212500000000002,29.845999999999997,17.794,31.549999999999997,21.42083333333333,10.129166666666666,48.55,22.27,4.05,74.88,796.0,2616.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2002,0.04,0.02,500.0,1238.15,1232.4,43.0,0.0,22.32,16.82,19.81,54.63,57.59,532.29,571.61,107.39,30.987499999999997,24.647499999999997,29.784000000000002,17.734,31.885833333333327,21.755,10.130833333333328,44.9,16.69,3.56,65.14,839.0,2824.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2003,0.04,0.01,250.0,,,,0.0,24.55,21.37,24.28,63.22,65.79,531.93,584.52,109.89,31.134999999999998,24.797499999999996,29.684000000000005,17.804,31.830000000000002,21.770833333333332,10.05916666666667,50.7,15.35,3.48,69.52,1471.0,4537.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2004,0.04,0.01,250.0,1049.8,994.4,55.400000000000006,0.0,21.01,24.13,27.03,62.06,67.24,528.88,575.32,108.78,30.73,24.3875,29.278,17.234,31.58083333333334,21.449166666666667,10.131666666666675,64.89,19.76,5.9,90.55,1424.0,4996.0,201.0,USTALF/USTOLLS,1628.0,529.0,1
5,14,Chhattisgarh,Raigarh,2005,0.04,0.01,250.0,1246.8,1136.7,110.10000000000001,0.0,22.28,25.44,28.31,65.03,69.66,526.11,574.12,109.13,31.299999999999997,24.845,29.336000000000002,17.298000000000002,31.705000000000002,21.541666666666668,10.163333333333334,71.33,29.06,9.25,109.64,3107.0,7715.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2006,0.07,0.03,428.57,1089.1,966.5,31.400000000000002,0.0,26.57,24.73,27.55,68.0,71.71,525.97,574.18,109.17,30.665000000000003,24.32,30.274,18.232000000000003,31.73833333333333,21.6125,10.125833333333329,68.56,26.37,10.22,105.14,1902.0,6302.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2007,0.04,0.02,500.0,1291.8,1133.1,111.9,0.0,24.04,30.96,34.56,69.94,72.23,525.06,573.77,109.28,31.075000000000003,24.73,29.866000000000003,17.82,31.810833333333335,21.680833333333336,10.129999999999999,70.37,28.62,9.6,108.59,2147.0,6758.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2008,0.05,0.02,400.0,1513.9,1402.8,49.5,0.0,21.41,32.73,35.61,70.05,72.68,523.75,571.47,109.11,30.4325,24.095,29.758000000000003,17.71,31.578333333333333,21.451666666666664,10.126666666666669,90.79,34.13,16.35,141.27,3415.0,10045.0,201.0,USTALF/USTOLLS,1628.0,1113.0,1
5,14,Chhattisgarh,Raigarh,2009,0.04,0.02,500.0,978.2,952.7,25.5,0.0,22.51,31.81,34.48,70.94,75.33,519.72,564.63,108.64,31.580000000000002,25.22,30.264,18.212,32.325,22.1875,10.137500000000003,94.34,39.68,13.15,147.16,2626.0,8533.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2011,0.04,0.02,500.0,1288.5,1278.3,2.1,0.0,21.95,32.04,34.4,66.45,78.12,514.48,559.25,108.7,30.65,24.3125,29.633999999999997,17.583999999999996,31.534999999999997,21.41,10.124999999999996,93.77,41.39,5.64,140.81,4738.0,16508.0,201.0,USTALF/USTOLLS,1628.0,1420.0,1
5,14,Chhattisgarh,Raigarh,2012,0.35,0.14,400.0,1237.3,1154.1,83.19999999999999,0.0,21.5,31.6,34.16,70.1,77.32,514.08,558.0,108.54,31.285,24.932499999999997,29.488,17.304,31.737499999999994,21.545833333333334,10.19166666666666,75.28,33.86,5.27,114.42,3863.0,9708.0,201.0,USTALF/USTOLLS,1628.0,,1
5,14,Chhattisgarh,Raigarh,2013,0.04,0.02,500.0,1221.3,1014.6999999999999,186.3,0.0,21.46,31.51,34.12,70.22,77.89,511.27,556.01,108.75,30.5125,23.939999999999998,29.357999999999997,17.348000000000003,31.38,21.295,10.084999999999997,81.2,34.36,6.79,122.35,3173.0,7955.0,201.0,USTALF/USTOLLS,1628.0,3233.0,1
5,14,Chhattisgarh,Raigarh,2014,0.03,0.02,666.67,1227.8,1190.9,36.9,0.0,23.27,32.11,34.68,72.14,80.53,497.02,543.49,109.35,31.424999999999997,24.869999999999997,29.368000000000002,17.698,31.69416666666667,21.58,10.114166666666673,88.86,36.97,12.04,137.88,2559.0,8462.0,201.0,USTALF/USTOLLS,1628.0,2085.0,1
5,14,Chhattisgarh,Raigarh,2015,0.03,0.02,666.67,1192.1,1160.3000000000002,23.4,0.0,23.17,31.97,34.6,71.69,79.72,499.14,544.29,109.05,31.4625,24.869999999999997,29.918,18.14,31.819166666666664,21.764166666666668,10.054999999999996,94.48,42.12,10.98,147.59,4071.0,12133.0,201.0,USTALF/USTOLLS,1628.0,1957.0,1
6,14,Chhattisgarh,Surguja,1990,0.04,0.02,500.0,1423.7,1257.3,73.1,0.0,5.5,0.28,2.4,20.9,22.1,590.9,677.2,114.6,29.6225,22.6225,25.752,13.112,29.06916666666667,18.18166666666667,10.887500000000003,5.52,5.06,0.45,11.03,1615.0,3243.0,201.0,USTALF/USTOLLS,1406.0,,1
7,6,Madhya Pradesh,Jabalpur,1966,0.4,0.3,750.0,868.3,791.1999999999999,62.8,0.0,8.2,0.02,2.27,11.6,11.6,428.2,478.1,111.65,32.6025,24.305,28.976,12.746,32.56666666666666,18.73083333333333,13.835833333333333,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,67.05,0
7,6,Madhya Pradesh,Jabalpur,1967,0.4,0.2,500.0,1475.0,1338.8999999999999,93.5,0.0,9.4,0.04,2.17,12.6,12.6,449.6,525.6,116.9,31.5125,24.087500000000002,29.192,12.384,31.995833333333334,18.50916666666667,13.486666666666665,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,64.30000000000001,0
7,6,Madhya Pradesh,Jabalpur,1968,0.3,0.2,666.67,943.3,870.8,54.5,0.0,10.9,0.04,2.28,15.0,17.1,457.9,526.0,114.87,32.24,23.365,27.805999999999994,11.574,31.795833333333334,17.64333333333333,14.152500000000003,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,61.5,0
7,6,Madhya Pradesh,Jabalpur,1969,0.4,0.2,500.0,1213.4,1168.9,44.0,0.0,15.9,0.05,2.53,21.4,21.4,466.0,540.0,115.88,31.615000000000002,23.78,29.024,12.863999999999999,32.36333333333334,18.982499999999998,13.380833333333339,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,69.1,0
7,6,Madhya Pradesh,Jabalpur,1970,0.3,0.2,666.67,1456.5,1321.0,81.7,0.0,12.1,0.03,3.53,18.9,22.6,471.0,547.0,116.14,30.979999999999997,23.58,27.945999999999998,11.836,31.532499999999995,18.346666666666668,13.185833333333328,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,62.95,0
7,6,Madhya Pradesh,Jabalpur,1971,0.3,0.2,666.67,2038.3,1823.2,148.4,0.0,16.0,0.19,3.32,21.3,28.6,471.0,557.0,118.26,30.65,23.362500000000004,27.522,11.331999999999999,31.05083333333333,17.6025,13.44833333333333,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,64.1,0
7,6,Madhya Pradesh,Jabalpur,1972,0.3,0.2,666.67,1109.5,1013.4,91.4,0.0,15.7,0.65,4.21,21.6,27.1,466.0,550.0,118.03,32.61,23.785,27.904000000000003,11.424,32.06416666666667,18.015,14.049166666666672,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,82.9,0
7,6,Madhya Pradesh,Jabalpur,1973,0.3,0.2,666.67,1461.1,1287.8,169.4,0.0,12.3,0.52,4.76,21.3,24.3,458.0,542.0,118.34,31.345000000000002,24.222499999999997,28.008,11.948,32.09,18.76666666666667,13.323333333333334,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,124.5,0
7,6,Madhya Pradesh,Jabalpur,1974,0.5,0.3,600.0,972.5,865.8000000000001,105.6,0.0,13.3,0.78,5.27,22.7,27.1,451.0,518.0,114.86,32.25,23.97,27.406,11.318000000000001,31.94916666666667,18.229166666666668,13.720000000000002,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,156.7,0
7,6,Madhya Pradesh,Jabalpur,1975,0.2,0.1,500.0,1337.9,1219.2999999999997,93.19999999999999,0.0,14.6,1.25,6.53,30.3,35.5,461.0,548.0,118.87,30.755000000000003,24.0075,27.168,11.35,31.31416666666667,18.2175,13.096666666666668,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,87.1,0
7,6,Madhya Pradesh,Jabalpur,1976,0.2,0.1,500.0,1063.8,1022.3,19.2,0.0,15.7,1.81,8.29,29.6,33.9,444.0,514.0,115.77,31.3825,23.770000000000003,28.646000000000004,13.518,31.7625,18.995,12.767499999999998,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,94.9,0
7,6,Madhya Pradesh,Jabalpur,1977,0.2,0.1,500.0,1783.0,1493.2,253.79999999999998,0.0,15.7,1.05,6.46,23.7,30.7,462.9,550.8,118.99,31.52,23.9025,28.464,12.642,31.937499999999996,18.656666666666666,13.28083333333333,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,113.35,0
7,6,Madhya Pradesh,Jabalpur,1978,0.2,0.1,500.0,1439.6,1190.2,213.60000000000002,0.0,17.2,1.39,7.66,26.2,32.6,468.0,563.0,120.3,31.125,23.509999999999998,27.73,12.1,31.37583333333333,18.421666666666663,12.954166666666666,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,94.69999999999999,0
7,6,Madhya Pradesh,Jabalpur,1980,0.4,0.1,250.0,1492.7,1413.5,79.0,0.0,12.0,2.51,10.39,29.7,37.0,444.6,533.1,119.91,31.907500000000002,23.409999999999997,28.572000000000003,13.106,32.361666666666665,18.985833333333332,13.375833333333333,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,130.8,0
7,6,Madhya Pradesh,Jabalpur,1981,0.1,0.1,1000.0,735.9,658.7,50.0,0.0,9.2,2.27,10.58,25.8,29.5,435.8,510.0,117.03,32.03,24.355,27.454,12.303999999999998,31.584166666666672,18.740000000000002,12.84416666666667,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,145.4,0
7,6,Madhya Pradesh,Jabalpur,1982,0.1,0.1,1000.0,1091.1,957.6,111.1,0.0,12.3,1.95,11.9,32.3,36.8,443.9,520.8,117.32,32.5225,24.075,27.204,13.780000000000001,31.139166666666668,19.074166666666667,12.065000000000001,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,151.8,0
7,6,Madhya Pradesh,Jabalpur,1983,0.1,0.1,1000.0,1163.3,1085.8000000000002,64.0,0.0,13.0,2.13,13.47,33.6,38.9,460.7,556.5,120.79,32.0475,24.825,26.629999999999995,11.62,30.929999999999996,18.503333333333334,12.426666666666662,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,129.8,0
7,6,Madhya Pradesh,Jabalpur,1984,0.1,0.1,1000.0,1099.4,1023.9000000000001,71.0,0.0,12.3,2.38,14.74,35.8,43.1,454.2,533.4,117.44,31.075,23.54,27.741999999999997,11.602,31.7925,18.132499999999997,13.660000000000004,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,124.05,0
7,6,Madhya Pradesh,Jabalpur,1985,0.1,0.1,1000.0,1074.3,952.5,118.09999999999998,0.0,12.7,2.94,17.17,39.9,47.1,467.3,561.7,120.2,31.4775,24.1025,27.324,12.807999999999998,31.784166666666664,19.029166666666665,12.754999999999999,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,177.75,0
7,6,Madhya Pradesh,Jabalpur,1986,0.1,0.1,1000.0,775.9,658.0999999999999,85.39999999999999,0.0,7.5,3.68,19.59,37.0,41.1,428.5,485.5,113.3,31.91,23.785000000000004,27.682,12.854,31.674166666666665,18.75583333333333,12.918333333333333,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,155.1,0
7,6,Madhya Pradesh,Jabalpur,1987,0.1,0.1,1000.0,1150.6,982.4000000000001,160.3,0.0,13.3,4.05,23.09,48.0,54.0,450.5,540.7,120.02,33.685,24.509999999999998,28.32,12.378,32.449999999999996,18.77583333333333,13.674166666666665,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,183.25,0
7,6,Madhya Pradesh,Jabalpur,1988,0.4,0.3,750.0,1049.8,982.2,41.8,0.0,13.7,5.7,27.1,53.6,59.2,436.1,508.2,116.53,31.81,24.36,28.444,12.512,32.24916666666667,19.011666666666667,13.2375,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,167.7,0
7,6,Madhya Pradesh,Jabalpur,1989,0.1,0.1,1000.0,813.4,780.2,16.900000000000002,0.0,8.3,7.7,33.8,55.9,62.1,424.4,493.0,116.16,32.1575,23.305000000000003,28.128000000000004,12.075999999999999,32.020833333333336,18.124999999999996,13.89583333333334,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,181.5,0
7,6,Madhya Pradesh,Jabalpur,1990,0.04,0.04,1000.0,1475.7,1399.6,67.1,0.0,14.9,6.4,37.5,73.5,77.3,454.7,550.1,120.98,30.64,23.7375,28.384000000000004,12.955999999999998,31.212500000000002,18.6925,12.520000000000003,18.8,13.2,0.8,32.8,5323.0,13221.0,254.0,VERTIC,1447.0,216.0,1
7,6,Madhya Pradesh,Jabalpur,1991,0.03,0.02,666.67,919.6,1100.8999999999999,4.3,0.0,16.43,9.13,44.43,84.41,94.52,441.4,521.6,118.17,31.892500000000002,24.0625,27.998,12.746,31.801666666666662,18.963333333333335,12.838333333333328,21.74,14.0,0.93,36.67,5323.0,13237.0,254.0,VERTIC,1447.0,346.5,1
7,6,Madhya Pradesh,Jabalpur,1992,0.05,0.04,800.0,1220.6,880.5,0.0,0.0,18.9,12.22,53.9,102.32,111.3,457.6,560.2,122.42,32.1475,24.82,27.060000000000002,12.928,31.498333333333335,19.328333333333337,12.169999999999998,20.24,13.04,0.87,34.15,5323.0,13237.0,254.0,VERTIC,1447.0,269.0,1
7,6,Madhya Pradesh,Jabalpur,1993,0.02,0.01,500.0,1307.9,1255.1,22.7,0.0,17.04,5.41,34.62,84.77,125.7,468.1,600.1,128.2,31.9225,24.72,28.165999999999997,12.532,31.661666666666672,19.032500000000002,12.62916666666667,21.55,11.87,0.47,33.89,4484.0,13320.0,254.0,VERTIC,1447.0,335.5,1
7,6,Madhya Pradesh,Jabalpur,2005,0.01,0.01,1000.0,1806.2,1678.5,90.5,0.0,17.75,61.71,111.67,167.55,195.46,471.01,624.21,132.53,32.51,24.905,27.857999999999997,12.522000000000002,31.99333333333333,19.0525,12.94083333333333,31.68,18.3,1.94,51.92,5761.0,16166.0,254.0,VERTIC,1447.0,618.0,1
7,6,Madhya Pradesh,Jabalpur,2006,0.01,0.01,1000.0,999.1,872.4,13.5,0.0,17.5,67.97,117.54,166.61,193.1,466.48,617.73,132.42,32.0025,24.4,29.512,14.175999999999998,32.3525,19.410833333333333,12.941666666666666,50.87,30.18,3.41,84.46,5442.0,18121.0,254.0,VERTIC,1447.0,691.0,1
8,6,Madhya Pradesh,Balaghat,2006,0.01,0.01,1000.0,1549.1,1384.9,15.700000000000001,0.0,73.64,0.1,20.69,124.72,141.47,273.24,341.36,124.93,30.982499999999998,23.517500000000002,29.036,14.732,31.56833333333333,19.312500000000004,12.255833333333328,31.24,19.28,2.18,52.7,1175.0,3212.0,201.0,VERTIC,1474.0,691.0,1
9,6,Madhya Pradesh,Chhindwara,1966,0.2,0.1,500.0,690.4,573.7,73.4,0.0,0.0,0.0,14.7,15.0,15.0,468.1,496.2,106.0,30.895,23.102500000000003,28.624000000000002,13.549999999999997,31.474999999999998,18.7125,12.7625,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,67.05,0
9,6,Madhya Pradesh,Chhindwara,1967,0.2,0.1,500.0,1117.6,916.0999999999999,137.0,0.0,0.0,0.0,15.43,15.9,15.9,476.0,502.6,105.59,29.814999999999998,22.7525,28.596000000000004,13.324000000000002,30.892500000000002,18.525833333333335,12.366666666666667,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,64.30000000000001,0
9,6,Madhya Pradesh,Chhindwara,1969,0.2,0.1,500.0,1094.4,1068.3,3.8,0.0,0.0,0.0,19.9,21.5,21.5,479.0,509.0,106.26,29.814999999999998,22.2725,28.772000000000002,13.712,31.302499999999995,18.79583333333333,12.506666666666664,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,69.1,0
9,6,Madhya Pradesh,Chhindwara,1970,0.2,0.1,500.0,1533.0,1383.0,48.400000000000006,0.0,0.1,0.0,23.79,24.8,25.1,478.0,509.0,106.49,29.2325,22.1875,27.712,12.534,30.543333333333333,18.264166666666664,12.279166666666669,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,62.95,0
9,6,Madhya Pradesh,Chhindwara,1971,0.2,0.1,500.0,899.6,727.9,121.9,0.0,0.0,0.0,27.06,28.3,28.5,481.0,517.0,107.48,29.0925,22.357499999999998,27.191999999999997,12.132,30.09916666666666,17.71666666666667,12.382499999999993,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,64.1,0
9,6,Madhya Pradesh,Chhindwara,1972,0.2,0.1,500.0,841.2,810.8,30.3,0.0,0.1,0.0,27.5,28.7,28.8,482.0,514.0,106.64,30.802500000000002,22.5925,27.73,12.36,31.081666666666667,18.105,12.976666666666667,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,82.9,0
9,6,Madhya Pradesh,Chhindwara,1973,0.2,0.1,500.0,1427.1,1329.6,96.19999999999999,0.0,0.2,0.0,25.87,27.2,29.4,478.0,514.0,107.53,29.552500000000002,22.8325,27.764000000000003,12.828,31.069999999999993,18.815833333333334,12.25416666666666,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,124.5,0
