Dist Code,State Code,State Name,Dist Name,Year,SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),ANNUAL RAINFALL (Millimeters),KHARIF_RAIN_MM,RABI_RAIN_MM,SORGHUM IRRIGATED AREA (1000 ha),CANALS AREA (1000 ha),TUBE WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),KHARIF_TMAX,KHARIF_TMIN,RABI_TMAX,RABI_TMIN,ANNUAL_TMAX,ANNUAL_TMIN,DIURNAL_TEMP_RANGE,N_KG_PER_HA,P_KG_PER_HA,K_KG_PER_HA,NPK_TOTAL_KG_PER_HA,FERT_KHARIF_TONS,FERT_RABI_TONS,GROWING_PERIOD_DAYS,SOIL_TYPE_DOMINANT,ANNUAL NORMAL RAINFALL (Millimeters),SORGHUM_STATE_PRICE,FERT_DATA_AVAILABLE
64,5,Karnataka,Bangalore,1973,0.8,2.3,2875.0,,,,0.0,2.9,0.6,19.83,55.8,63.4,386.5,396.7,102.64,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,108.05,0
64,5,Karnataka,Bangalore,1974,0.6,1.5,2500.0,,,,0.0,4.2,0.55,21.68,62.9,62.9,389.3,399.7,102.67,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,146.60000000000002,0
64,5,Karnataka,Bangalore,1975,0.5,1.0,2000.0,,,,0.1,3.8,0.0,25.68,69.3,82.6,396.4,410.7,103.61,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,90.95,0
64,5,Karnataka,Bangalore,1976,0.3,0.3,1000.0,,,,0.2,1.0,0.0,27.53,57.2,66.0,373.8,383.3,102.54,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,113.7,0
64,5,Karnataka,Bangalore,1977,0.2,0.3,1500.0,,,,0.2,4.2,0.0,29.32,73.3,97.2,407.4,433.8,106.48,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,89.8,0
64,5,Karnataka,Bangalore,1978,0.2,0.4,2000.0,,,,0.0,4.9,0.0,31.51,77.5,95.9,421.0,443.7,105.39,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,81.9,0
64,5,Karnataka,Bangalore,1979,0.1,0.1,1000.0,,,,0.0,5.0,0.0,32.99,77.0,94.0,415.0,434.0,104.58,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,90.15,0
64,5,Karnataka,Bangalore,1982,0.3,0.8,2666.67,,,,0.0,3.7,4.17,33.58,70.2,86.0,388.2,400.9,103.27,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,120.0,0
64,5,Karnataka,Bangalore,1983,0.1,0.3,3000.0,,,,0.1,5.2,0.0,32.8,75.1,102.2,395.1,423.1,107.09,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,156.95,0
64,5,Karnataka,Bangalore,1984,0.1,0.1,1000.0,,,,0.1,3.7,0.0,37.07,69.3,80.9,380.7,398.7,104.73,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,158.3,0
64,5,Karnataka,Bangalore,2003,0.25,0.27,1080.0,,,,0.0,5.59,42.87,57.51,82.84,99.48,378.77,398.78,105.28,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,589.0,0
64,5,Karnataka,Bangalore,2010,0.11,0.23,2090.91,,,,0.0,2.37,73.21,73.21,79.68,87.22,344.7,358.85,104.11,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,2134.0,0
64,5,Karnataka,Bangalore,2012,0.77,0.94,1220.78,601.5,262.2,189.4,0.13,2.22,68.85,68.85,71.67,78.12,311.66,325.15,104.33,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,1701.0,0
64,5,Karnataka,Bangalore,2013,0.89,1.26,1415.73,834.9,500.4,183.5,0.2,7.3,59.66,59.66,68.57,76.11,326.01,340.49,104.44,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,,0
64,5,Karnataka,Bangalore,2014,0.58,0.8,1379.31,900.4,495.5,292.00000000000006,0.17,8.13,60.46,60.46,70.96,78.95,303.18,317.87,104.85,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,2323.0,0
64,5,Karnataka,Bangalore,2015,0.08,0.05,625.0,1088.5,473.3,325.4,0.0,27.0,107.37,107.37,134.57,223.98,309.82,330.26,106.6,,,,,,,,45.82,26.740000000000002,14.67,88.93,5028.0,17223.0,217.0,SANDY,924.0,1520.0,0
65,5,Karnataka,Kolar,1967,0.4,0.2,500.0,513.6,206.0,158.79999999999998,1.1,0.2,0.0,14.87,39.7,56.2,221.5,227.0,102.48,28.7275,19.705,27.089999999999996,15.812000000000001,29.250000000000004,18.20333333333333,11.046666666666674,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,74.8,0
65,5,Karnataka,Kolar,1968,4.0,4.1,1025.0,502.2,295.8,136.5,4.0,0.2,0.0,46.97,79.2,88.7,230.7,239.4,103.77,29.105,20.4275,27.252000000000002,16.296,29.287500000000005,18.656666666666666,10.630833333333339,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,70.4,0
65,5,Karnataka,Kolar,1969,5.9,10.6,1796.61,693.4,261.6,322.29999999999995,4.1,1.0,0.0,30.63,66.3,78.5,279.9,301.6,107.75,29.2875,20.21,27.206,16.49,29.604166666666668,18.780833333333334,10.823333333333334,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,62.05,0
65,5,Karnataka,Kolar,1970,5.5,5.2,945.45,586.7,296.8,154.6,4.7,0.0,0.0,32.92,70.9,118.1,282.7,306.3,108.35,28.634999999999998,19.8825,26.905999999999995,16.21,29.096666666666664,18.598333333333333,10.498333333333331,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,65.5,0
65,5,Karnataka,Kolar,1971,3.7,4.0,1081.08,536.0,229.4,180.5,6.6,0.0,0.0,50.57,88.1,108.1,318.6,345.9,108.57,28.4775,19.875,26.910000000000004,15.888,29.0125,18.253333333333334,10.759166666666665,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,68.7,0
65,5,Karnataka,Kolar,1972,4.0,7.9,1975.0,677.4,258.3,278.6,2.5,0.0,0.0,32.75,64.1,82.7,314.6,344.1,109.38,30.112499999999997,20.707500000000003,27.369999999999997,16.312,29.801666666666666,18.685000000000002,11.116666666666664,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,95.1,0
65,5,Karnataka,Kolar,1973,5.1,8.2,1607.84,683.9,451.70000000000005,159.3,1.9,0.0,0.0,35.89,68.5,89.3,327.2,357.2,109.17,29.057499999999997,20.3575,27.76,16.3,29.92083333333333,18.82166666666667,11.099166666666662,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,108.05,0
65,5,Karnataka,Kolar,1974,7.7,9.2,1194.81,728.4,411.6,206.3,1.7,0.0,0.0,35.73,77.5,91.5,327.0,358.5,109.63,29.1775,19.822499999999998,27.698,15.322,29.729166666666668,18.039166666666663,11.690000000000005,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,146.60000000000002,0
65,5,Karnataka,Kolar,1975,8.6,6.9,802.33,833.5,426.9,309.0,2.8,0.0,0.0,35.65,70.8,96.7,337.5,370.4,109.75,28.44,19.7875,27.156,15.818000000000001,29.2775,18.337500000000002,10.939999999999998,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,90.95,0
65,5,Karnataka,Kolar,1976,2.2,3.2,1454.55,488.1,242.1,197.3,1.5,0.0,0.0,35.14,61.3,81.8,323.0,345.4,106.93,29.3275,19.947499999999998,27.036,16.268,29.527500000000003,18.475,11.052500000000002,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,113.7,0
65,5,Karnataka,Kolar,1977,4.3,6.4,1488.37,800.2,315.6,310.1,1.6,0.0,0.0,37.19,70.1,98.0,339.9,370.6,109.03,29.5275,20.200000000000003,27.4,16.522,29.577499999999997,18.77,10.807499999999997,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,89.8,0
65,5,Karnataka,Kolar,1978,2.4,4.0,1666.67,650.2,362.79999999999995,189.6,1.3,0.0,0.0,36.91,73.1,106.2,350.2,383.3,109.45,28.535,20.1075,27.435999999999996,17.177999999999997,29.36916666666667,19.086666666666666,10.282500000000002,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,81.9,0
65,5,Karnataka,Kolar,1979,2.7,3.5,1296.3,792.2,480.8,255.20000000000002,0.2,0.0,0.0,41.73,73.0,80.0,336.0,346.0,102.98,29.037499999999998,20.9125,27.417999999999996,17.698,29.474166666666665,19.675833333333333,9.798333333333332,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,90.15,0
65,5,Karnataka,Kolar,1980,0.6,1.1,1833.33,461.2,156.89999999999998,178.89999999999998,0.0,0.0,0.0,40.45,72.0,95.0,306.0,308.0,100.65,29.4725,20.3225,27.996,16.98,29.997500000000002,19.259166666666665,10.738333333333337,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,119.65,0
65,5,Karnataka,Kolar,1981,5.4,3.5,648.15,807.1,502.7,195.8,0.2,0.0,0.0,45.57,75.0,82.0,338.0,345.0,102.07,28.9425,20.5525,27.24,17.002,29.44333333333334,19.232499999999998,10.21083333333334,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,135.14999999999998,0
65,5,Karnataka,Kolar,1982,2.0,1.8,900.0,511.5,287.5,131.29999999999998,0.3,0.0,4.25,52.04,85.7,102.7,317.9,320.8,100.91,29.669999999999998,20.4675,27.659999999999997,17.0,29.84166666666667,19.218333333333334,10.623333333333335,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,120.0,0
65,5,Karnataka,Kolar,1983,4.8,4.4,916.67,611.4,432.9,100.1,0.1,0.0,0.0,47.19,80.5,83.9,338.7,342.1,101.0,29.5325,20.575,28.034000000000002,16.756,30.195000000000004,19.211666666666666,10.983333333333338,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,156.95,0
65,5,Karnataka,Kolar,1984,3.3,2.1,636.36,638.9,336.6,184.0,0.1,0.0,0.0,49.67,74.3,77.2,345.2,369.0,106.89,29.439999999999998,19.9125,27.398000000000003,16.606,29.549166666666668,18.854166666666668,10.695,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,158.3,0
65,5,Karnataka,Kolar,1985,5.8,6.6,1137.93,475.7,289.6,116.5,0.1,0.0,7.95,56.07,77.7,88.4,353.3,364.2,103.09,29.2325,19.802500000000002,27.536,16.878,29.816666666666674,18.96,10.856666666666673,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,167.5,0
65,5,Karnataka,Kolar,1986,4.1,2.8,682.93,667.8,361.3,224.00000000000003,0.1,0.0,23.06,60.16,84.0,101.2,349.1,366.5,104.98,29.6725,20.642500000000002,27.55,16.972,29.91083333333333,19.244999999999997,10.665833333333332,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,169.0,0
65,5,Karnataka,Kolar,1987,5.7,3.6,631.58,586.7,295.6,250.20000000000002,0.2,0.0,24.67,63.18,83.3,106.1,360.7,383.7,106.38,30.5875,20.84,27.720000000000006,16.961999999999996,30.16583333333334,19.2525,10.913333333333338,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,171.9,0
65,5,Karnataka,Kolar,1988,7.0,5.1,728.57,680.2,482.70000000000005,49.300000000000004,0.1,0.0,32.06,68.28,98.2,127.4,390.5,419.7,107.48,29.4775,20.175,28.196000000000005,16.676,30.103333333333335,19.044999999999998,11.058333333333337,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,239.0,0
65,5,Karnataka,Kolar,1989,7.2,4.1,569.44,556.1,427.3,89.19999999999999,0.1,0.0,33.48,67.41,93.0,116.0,381.3,404.4,106.06,29.2925,19.689999999999998,27.964,16.342000000000002,29.923333333333332,18.515,11.408333333333331,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,216.0,0
65,5,Karnataka,Kolar,1990,6.43,3.52,547.43,633.0,300.0,164.0,0.2,0.0,33.28,67.05,88.11,107.28,371.78,390.95,105.16,29.5675,19.9675,27.924,17.046,29.891666666666666,19.035,10.856666666666666,47.0,27.99,13.94,88.93,4866.0,15598.0,120.0,SANDY,734.0,213.0,1
65,5,Karnataka,Kolar,1991,0.01,0.01,1000.0,1028.0,428.0,491.0,0.2,0.0,37.43,69.64,104.85,141.4,386.11,422.66,109.47,29.21,20.21,27.79,16.97,29.961666666666662,19.0975,10.864166666666662,49.55,28.79,11.56,89.9,5565.0,20129.0,120.0,SANDY,734.0,321.0,1
65,5,Karnataka,Kolar,2012,2.77,3.4,1227.44,717.8,318.7,247.7,0.0,0.0,78.43,78.43,78.43,94.9,334.16,405.9,121.47,30.5625,21.39,28.458,17.378,30.709999999999997,19.73,10.979999999999997,81.78,47.62,16.78,146.18,4428.0,13710.0,120.0,SANDY,734.0,1701.0,1
65,5,Karnataka,Kolar,2013,6.13,8.72,1422.51,663.8,353.1,192.5,0.0,0.0,67.06,67.06,67.06,81.87,361.84,390.31,107.87,29.565,20.395,28.665999999999997,17.586000000000002,30.52,19.539166666666663,10.980833333333337,83.28,41.61,15.91,140.8,3535.0,10753.0,120.0,SANDY,734.0,,1
65,5,Karnataka,Kolar,2014,0.83,1.15,1385.54,518.0,250.4,164.6,0.0,0.0,65.65,65.65,65.65,80.93,365.33,389.76,106.69,30.6,21.4275,29.014,17.933999999999997,30.915833333333335,19.935,10.980833333333337,71.77,36.79,22.98,131.55,2844.0,11268.0,120.0,SANDY,734.0,2323.0,1
65,5,Karnataka,Kolar,2015,1.75,2.0,1142.86,1083.8,359.6,487.7,0.0,7.9,44.01,44.01,54.02,60.56,357.29,388.07,108.61,30.675,21.4275,28.35,17.843999999999998,30.462499999999995,19.8975,10.564999999999994,83.8,43.86,18.12,145.77,3213.0,11382.0,120.0,SANDY,734.0,1520.0,1
66,5,Karnataka,Tumkur,1966,22.7,14.0,616.74,685.7,346.70000000000005,241.3,3.4,0.4,0.0,17.92,51.1,75.9,466.6,482.7,103.45,28.6675,20.1,29.05,17.580000000000002,30.33583333333334,19.26,11.075833333333339,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,62.6,0
66,5,Karnataka,Tumkur,1967,10.8,5.9,546.3,370.0,192.4,79.4,3.2,0.4,0.0,19.71,56.6,64.4,464.9,487.7,104.9,28.1525,19.5825,28.718,16.72,29.974999999999998,18.656666666666666,11.318333333333332,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,74.8,0
66,5,Karnataka,Tumkur,1968,32.1,44.0,1370.72,537.0,328.59999999999997,109.60000000000001,12.8,1.2,0.0,36.67,77.8,90.7,465.9,479.5,102.92,28.412499999999998,20.142500000000002,28.762,17.052,29.922500000000003,18.975,10.947500000000002,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,70.4,0
66,5,Karnataka,Tumkur,1969,31.4,49.7,1582.8,529.2,235.5,197.7,6.0,1.0,0.0,31.32,77.7,77.7,464.6,477.5,102.78,28.575000000000003,19.939999999999998,28.803999999999995,17.369999999999997,30.283333333333342,19.183333333333334,11.100000000000009,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,62.05,0
66,5,Karnataka,Tumkur,1970,31.4,32.9,1047.77,552.8,213.0,197.79999999999998,1.6,0.7,0.0,24.45,77.9,90.1,491.6,504.3,102.58,27.985,19.6775,28.48,16.997999999999998,29.74833333333334,18.945,10.803333333333338,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,65.5,0
66,5,Karnataka,Tumkur,1971,21.7,20.5,944.7,633.9,373.9,142.1,15.4,0.7,0.0,43.97,80.6,88.8,488.9,497.9,101.84,27.884999999999998,19.744999999999997,28.368000000000002,16.63,29.654166666666665,18.62583333333333,11.028333333333336,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,68.7,0
66,5,Karnataka,Tumkur,1972,24.0,33.3,1387.5,697.5,273.5,175.5,3.0,0.7,0.0,29.34,66.6,77.6,499.8,512.0,102.44,29.4475,20.4925,28.966,17.195999999999998,30.48,19.09166666666667,11.388333333333332,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,95.1,0
66,5,Karnataka,Tumkur,1973,24.3,17.1,703.7,688.4,381.3,224.8,2.0,0.8,0.0,31.16,69.6,94.7,499.5,525.8,105.27,28.357499999999998,20.1025,29.258,17.084000000000003,30.539166666666663,19.17833333333333,11.360833333333332,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,108.05,0
66,5,Karnataka,Tumkur,1974,27.4,25.4,927.01,756.9,385.70000000000005,203.29999999999998,1.7,1.4,0.0,31.36,69.6,96.0,519.5,551.6,106.18,28.5475,19.6525,29.157999999999998,16.104,30.36,18.4225,11.9375,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,146.60000000000002,0
66,5,Karnataka,Tumkur,1975,41.9,31.9,761.34,936.8,583.0,238.5,1.2,1.0,0.0,30.52,85.5,108.0,542.0,575.2,106.13,27.7975,19.5775,28.560000000000002,16.509999999999998,29.839999999999993,18.628333333333334,11.211666666666659,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,90.95,0
66,5,Karnataka,Tumkur,1976,32.3,15.0,464.4,351.8,160.10000000000002,109.8,0.7,1.0,0.0,30.49,42.7,48.0,357.2,364.1,101.93,28.677500000000002,19.76,28.634000000000004,17.188,30.16916666666667,18.8675,11.30166666666667,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,113.7,0
66,5,Karnataka,Tumkur,1977,37.2,37.2,1000.0,846.7,379.4,296.5,1.5,1.0,0.0,27.04,69.9,81.5,517.2,545.5,105.47,28.837500000000002,19.9925,28.944,17.39,30.199166666666667,19.206666666666667,10.9925,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,89.8,0
66,5,Karnataka,Tumkur,1978,37.1,31.7,854.45,618.5,308.8,191.29999999999998,1.2,0.3,0.0,25.16,55.8,70.1,525.3,542.6,103.29,27.797500000000003,19.810000000000002,28.948,18.0,29.94583333333333,19.406666666666666,10.539166666666663,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,81.9,0
66,5,Karnataka,Tumkur,1979,18.5,17.9,967.57,770.8,477.0,232.00000000000003,0.2,0.0,0.0,23.42,56.0,73.0,530.0,547.0,103.21,28.410000000000004,20.7075,28.924,18.538000000000004,30.104166666666668,20.031666666666666,10.072500000000002,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,90.15,0
66,5,Karnataka,Tumkur,1980,16.7,27.8,1664.67,641.5,314.1,176.3,0.8,0.3,0.0,27.02,59.0,72.0,504.0,517.0,102.58,28.93,20.1075,29.492,17.833999999999996,30.651666666666667,19.63416666666667,11.017499999999998,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,119.65,0
66,5,Karnataka,Tumkur,1981,5.2,6.7,1288.46,757.9,486.5,163.29999999999998,0.9,0.3,0.0,25.9,62.0,82.0,522.0,543.0,104.02,28.2,20.322499999999998,28.759999999999998,17.816,30.02666666666667,19.569166666666664,10.457500000000007,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,135.14999999999998,0
66,5,Karnataka,Tumkur,1982,6.4,6.9,1078.13,494.0,259.09999999999997,131.4,0.7,0.3,0.72,31.38,76.3,89.2,517.7,535.0,103.34,28.945,20.224999999999998,29.169999999999998,17.895999999999997,30.4225,19.580000000000002,10.842499999999998,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,120.0,0
66,5,Karnataka,Tumkur,1983,15.8,25.9,1639.24,614.0,430.9,120.80000000000001,0.7,0.3,0.15,33.84,68.2,77.6,515.7,528.3,102.44,28.9225,20.447499999999998,29.314,17.454,30.628333333333334,19.564166666666665,11.064166666666669,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,156.95,0
66,5,Karnataka,Tumkur,1984,5.5,3.8,690.91,587.1,296.0,145.6,0.5,0.3,0.0,28.32,61.6,70.1,514.1,527.6,102.63,28.729999999999997,19.700000000000003,28.919999999999998,17.59,30.191666666666663,19.30666666666666,10.885000000000002,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,158.3,0
66,5,Karnataka,Tumkur,1985,3.4,3.0,882.35,445.7,272.4,76.0,0.6,0.3,1.17,32.09,67.5,76.7,504.3,514.8,102.08,28.625,19.67,29.071999999999996,17.668,30.462499999999995,19.33083333333333,11.131666666666664,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,167.5,0
66,5,Karnataka,Tumkur,1986,3.5,4.2,1200.0,637.2,410.0,183.89999999999998,0.7,0.3,1.92,33.02,70.3,88.2,531.1,555.4,104.58,28.9525,20.3475,29.125999999999998,17.808,30.553333333333327,19.599999999999998,10.95333333333333,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,169.0,0
66,5,Karnataka,Tumkur,1987,18.3,15.4,841.53,687.8,337.1,288.09999999999997,1.4,0.3,3.39,34.63,77.7,99.8,560.9,592.7,105.67,29.83,20.4725,29.306,17.845999999999997,30.8,19.591666666666665,11.208333333333336,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,171.9,0
66,5,Karnataka,Tumkur,1988,19.4,16.8,865.98,839.3,597.6,59.7,0.4,0.3,5.73,38.92,96.6,131.9,575.3,619.1,107.61,28.862499999999997,19.985,29.708,17.506,30.73333333333333,19.414999999999996,11.318333333333335,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,239.0,0
66,5,Karnataka,Tumkur,1989,14.6,14.7,1006.85,583.7,439.80000000000007,66.30000000000001,0.5,0.3,8.73,43.3,79.3,100.1,589.3,616.9,104.68,28.679999999999996,19.55,29.506,17.183999999999997,30.574166666666667,18.915,11.659166666666668,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,216.0,0
66,5,Karnataka,Tumkur,1990,10.56,8.42,797.35,550.0,198.0,235.0,2.13,0.2,10.64,40.43,66.0,83.3,557.25,580.37,104.15,28.8525,19.740000000000002,29.43,17.85,30.47333333333334,19.366666666666667,11.106666666666673,21.93,18.58,5.6,46.11,2985.0,7989.0,189.0,SANDY,563.0,213.0,1
66,5,Karnataka,Tumkur,1991,11.78,12.35,1048.39,910.0,367.0,367.0,1.1,0.2,14.5,46.35,80.1,115.4,587.35,634.15,107.97,28.552500000000002,19.9975,29.286,17.72,30.5625,19.423333333333336,11.139166666666664,25.41,16.76,6.36,48.54,3820.0,13453.0,189.0,SANDY,563.0,321.0,1
66,5,Karnataka,Tumkur,1992,14.1,12.07,856.03,647.0,373.0,165.0,0.47,0.3,21.98,53.16,86.6,114.6,575.08,613.79,106.73,29.015,19.9225,29.296,17.056,30.659166666666675,18.875833333333336,11.783333333333339,23.89,17.77,5.63,47.29,2822.0,9556.0,189.0,SANDY,563.0,296.0,1
66,5,Karnataka,Tumkur,1993,12.31,11.18,908.2,600.5,300.0,249.4,0.66,0.3,26.65,51.24,82.2,109.4,602.84,642.76,106.62,29.4675,19.7175,29.142000000000003,17.292,30.784166666666664,18.995,11.789166666666663,24.63,12.38,4.77,41.79,2194.0,10442.0,189.0,SANDY,563.0,262.0,1
66,5,Karnataka,Tumkur,1994,9.19,7.51,817.19,505.2,198.8,206.8,0.65,0.3,33.85,53.44,72.8,92.3,561.27,590.0,105.12,29.04,19.7075,29.167999999999996,17.114,30.690833333333334,18.967499999999998,11.723333333333336,29.16,13.3,4.91,47.37,1532.0,8607.0,189.0,SANDY,563.0,437.5,1
66,5,Karnataka,Tumkur,1995,7.31,8.98,1228.45,516.0,337.0,103.0,0.31,0.27,41.46,56.82,74.57,90.35,573.24,601.43,104.92,29.3475,20.19,29.633999999999997,17.356,30.73833333333334,19.11916666666667,11.619166666666672,34.02,16.17,6.93,57.12,3068.0,10795.0,189.0,SANDY,563.0,581.0,1
66,5,Karnataka,Tumkur,1996,5.84,6.71,1148.97,684.0,474.0,81.0,0.19,0.27,49.95,67.93,97.5,122.92,602.97,638.84,105.95,28.5725,20.34,29.732,17.073999999999998,30.870833333333337,19.065833333333334,11.805000000000003,35.57,13.18,4.7,53.45,2388.0,11813.0,189.0,SANDY,563.0,461.0,1
66,5,Karnataka,Tumkur,1997,6.75,3.6,533.33,624.0,327.0,236.0,0.14,0.27,55.85,72.79,99.96,119.13,512.94,543.65,105.99,29.542499999999997,20.5675,29.82,17.944,30.956666666666663,19.529999999999998,11.426666666666666,41.79,20.97,8.24,71.01,4063.0,14687.0,189.0,SANDY,563.0,399.0,1
66,5,Karnataka,Tumkur,1998,4.58,4.77,1041.48,727.0,514.0,145.0,0.06,4.38,58.42,77.89,112.24,137.61,614.22,657.7,107.08,29.42,20.59,30.04,17.875999999999998,31.38083333333334,19.698333333333334,11.682500000000005,34.74,18.68,8.16,61.754999999999995,4262.0,15203.0,189.0,SANDY,563.0,468.0,1
66,5,Karnataka,Tumkur,1999,4.13,3.73,903.15,651.0,222.0,285.0,0.2,4.37,62.27,77.76,113.41,138.2,591.17,635.08,107.43,28.875,19.8825,29.853999999999996,17.154000000000003,30.819166666666664,18.94416666666667,11.874999999999993,34.74,18.68,8.16,61.754999999999995,4262.0,15203.0,189.0,SANDY,563.0,604.0,1
66,5,Karnataka,Tumkur,2000,5.0,7.17,1434.0,785.0,426.0,287.0,0.16,5.7,72.5,89.7,139.9,169.4,603.0,661.0,109.62,28.3275,20.11,29.483999999999998,17.614,30.465833333333336,19.222499999999997,11.24333333333334,42.23,21.7,9.41,73.34,4468.0,16576.0,189.0,SANDY,563.0,449.0,1
66,5,Karnataka,Tumkur,2001,4.02,5.86,1457.71,618.0,378.0,148.0,0.17,4.95,77.59,94.11,142.45,169.13,574.74,627.22,109.13,28.835,20.122500000000002,29.72,17.936,30.679166666666664,19.44333333333333,11.235833333333332,38.15,18.99,10.27,67.41,5657.0,19353.0,189.0,SANDY,563.0,545.0,1
66,5,Karnataka,Tumkur,2002,7.55,6.2,821.19,521.0,235.0,182.0,0.17,0.12,93.41,107.61,126.56,138.17,537.61,572.32,106.46,29.3525,20.642500000000002,29.741999999999997,17.961999999999996,31.040833333333335,19.806666666666665,11.23416666666667,34.53,18.78,7.09,60.4,4988.0,16261.0,189.0,SANDY,563.0,535.0,1
