Dist Code,hist_median,hist_q25,hist_q75
1,568.67,517.275,652.38
2,1068.97,785.8299999999999,1479.26
3,941.18,613.9200000000001,1111.435
4,723.48,591.535,858.49
5,1200.0,764.615,1342.29
6,989.01,620.885,1161.605
7,783.88,617.14,1159.4850000000001
8,650.06,403.235,866.3675000000001
9,1267.01,577.2425000000001,1538.415
10,1654.525,1029.4675,2619.1575
11,548.02,439.495,770.8149999999999
12,729.845,583.725,803.7925
13,813.265,727.7774999999999,1040.9475
14,887.77,724.5825,1311.84
15,1776.35,1418.9,2028.5775
16,1316.125,985.3050000000001,1591.685
17,931.54,749.55,1079.71
18,940.73,733.2825,1124.4099999999999
19,743.31,601.365,836.745
20,892.8199999999999,735.8325,1072.4050000000002
21,596.51,493.165,739.355
22,1686.58,1027.7025,2382.29
23,1434.7,927.1324999999999,1845.8025
24,808.9100000000001,645.2975,1068.2324999999998
25,1283.96,812.975,2021.0375
26,2118.585,1225.7275,2669.88
27,1668.8899999999999,1283.545,1979.5075
28,1445.5,1094.845,2103.79
29,1473.53,882.3774999999999,2464.9775
30,1300.52,855.0174999999999,2088.8325
31,1964.785,1321.8475,2419.6925
32,1372.685,845.6624999999999,2009.4675
33,1186.56,992.3225,1760.6725000000001
34,1536.0,920.38,1803.61
35,1650.9850000000001,1211.7475,2183.2374999999997
36,1373.305,1137.63,1685.63
37,1124.27,776.3100000000001,1704.5775
38,1066.825,868.6275,1337.355
39,984.3299999999999,820.515,1365.335
40,1047.385,698.6750000000001,1316.0675
41,1264.955,850.8075,1626.79
42,1635.2,1245.575,2080.5725
43,1321.165,746.065,1929.76
44,1000.0,1000.0,1000.0
45,1000.0,1000.0,1000.0
49,1000.0,500.0,1500.0
50,500.0,500.0,500.0
51,500.0,400.0,647.515
52,600.0,500.0,700.0
53,666.67,587.4975000000001,950.0
54,1000.0,1000.0,1000.0
55,652.1600000000001,500.0,787.2825
56,582.5899999999999,500.0,857.4075
57,595.74,490.375,689.06
58,535.895,425.595,794.64
59,500.0,375.0,750.0
60,666.67,500.0,1000.0
62,600.0,500.0,750.0
63,501.36,390.8,667.9325
64,1333.33,1000.0,1650.0025
65,1354.165,1041.6675,1642.8600000000001
66,1400.0,1000.0,1666.67
67,1000.0,1000.0,1187.5
68,1000.0,625.0,1000.0
69,1000.0,1000.0,1374.9975
70,1000.0,428.57,1000.0
71,1000.0,571.43,1000.0
72,1059.375,961.35,1334.1799999999998
73,944.39,811.85,1066.9525
74,473.905,345.1575,584.68
75,744.245,575.87,935.25
76,630.06,521.1675,872.23
77,870.4649999999999,704.4075,1065.54
78,431.78999999999996,279.3775,616.815
79,560.825,453.09749999999997,642.96
85,333.33,333.33,333.33
86,500.0,500.0,550.0
87,500.0,500.0,666.67
90,354.16499999999996,250.0,475.0
93,428.57,375.0,500.0
96,1000.0,1000.0,1000.0
97,1500.0,1500.0,1500.0
98,2000.0,2000.0,2000.0
99,839.78,709.1400000000001,1301.0874999999999
100,1010.445,897.545,1288.4025
101,1126.1599999999999,910.5375,1649.115
102,1131.83,1002.1274999999999,1316.1775
103,1225.185,977.1225,1354.26
104,1190.6100000000001,835.745,1582.9
105,916.56,695.6424999999999,1464.5575000000001
106,913.0799999999999,745.2524999999999,1169.4175
107,1351.4499999999998,983.2425000000001,1935.9850000000001
108,922.575,646.0575,1288.9950000000001
109,843.785,642.9449999999999,1295.5800000000002
110,746.01,526.125,982.3175
111,781.94,647.4275,1103.01
112,773.23,433.48,978.4275
113,922.865,622.3375,1495.9824999999998
114,878.81,691.5325,1294.1775
